hour,nl_node_PV,nl_node_OffW,nl_node_OnW,de_node_PV,de_node_OffW,de_node_OnW,fr_node_PV,fr_node_OffW,fr_node_OnW,be_node_PV,be_node_OffW,be_node_OnW,uk_node_PV,uk_node_OffW,uk_node_OnW
7101,0.0005056,0.766778,0.633854,0.0015135,0.825243,0.478967,0.0048071,0.621224,0.323015,0.0014479,0.636336,0.48532,0.006591,0.524392,0.258427
7102,0.000337,0.750469,0.632185,0.001009,0.784142,0.494593,0.0032047,0.526774,0.295347,0.0009653,0.616912,0.478493,0.004394,0.525885,0.24095
7103,0.0001685,0.733831,0.630513,0.0005045,0.74026,0.510128,0.0016024,0.43147,0.268303,0.0004826,0.597319,0.471654,0.002197,0.527377,0.223873
7104,0,0.733831,0.630513,0,0.74026,0.510128,0,0.43147,0.268303,0,0.597319,0.471654,0,0.527377,0.223873
7105,0,0.741028,0.597395,0,0.78096,0.539283,0,0.365053,0.239397,0,0.548908,0.41233,0,0.526418,0.218172
7106,0,0.748166,0.562969,0,0.819309,0.567882,0,0.300908,0.211587,0,0.500082,0.353326,0,0.525459,0.212523
7107,0,0.748166,0.562969,0,0.819309,0.567882,0,0.300908,0.211587,0,0.500082,0.353326,0,0.525459,0.212523
7108,0,0.845012,0.641398,0.000000213,0.813278,0.565024,0,0.187762,0.173068,0,0.496325,0.319217,0,0.533243,0.200644
7109,0,0.92282,0.710639,0.000000427,0.807178,0.562159,0,0.0952759,0.137866,0,0.492568,0.285857,0,0.541019,0.189026
7110,0,0.92282,0.710639,0.00000064,0.807178,0.562159,0,0.0952759,0.137866,0,0.492568,0.285857,0,0.541019,0.189026
7111,0.0097843,0.883805,0.696013,0.0066477,0.909264,0.568918,0.0104383,0.0677222,0.0983086,0.0118781,0.473449,0.252976,0.0093271,0.534235,0.189543
7112,0.0195685,0.838509,0.680781,0.0132949,0.976212,0.575636,0.0208766,0.0445699,0.0663992,0.0237562,0.454366,0.221359,0.0186542,0.527446,0.190061
7113,0.0293528,0.838509,0.680781,0.019942,0.976212,0.575636,0.0313149,0.0445699,0.0663992,0.0356344,0.454366,0.221359,0.0279814,0.527446,0.190061
7114,0.0700756,0.752834,0.597762,0.0440637,0.948434,0.595921,0.0653165,0.0430005,0.0440594,0.0788716,0.448155,0.187919,0.0690473,0.5066,0.184112
7115,0.110798,0.656804,0.505798,0.0681854,0.910884,0.615752,0.0993182,0.0414592,0.0309706,0.122109,0.441952,0.156701,0.110113,0.485745,0.17824
7116,0.151521,0.656804,0.505798,0.0923071,0.910884,0.615752,0.13332,0.0414592,0.0309706,0.165346,0.441952,0.156701,0.151179,0.485745,0.17824
7117,0.160732,0.643696,0.471803,0.101487,0.874537,0.604541,0.142996,0.07082,0.0319759,0.173999,0.43648,0.147202,0.168729,0.471984,0.190897
7118,0.169943,0.630489,0.437526,0.110667,0.833367,0.593175,0.152672,0.107229,0.0331173,0.182651,0.431014,0.137978,0.186278,0.458243,0.203893
7119,0.179154,0.630489,0.437526,0.119848,0.833367,0.593175,0.162348,0.107229,0.0331173,0.191304,0.431014,0.137978,0.203828,0.458243,0.203893
7120,0.139706,0.621066,0.400911,0.0940175,0.847949,0.503895,0.128951,0.182849,0.0514827,0.150073,0.429204,0.124249,0.164152,0.451462,0.191367
7121,0.100257,0.611601,0.364502,0.0681874,0.862018,0.410969,0.0955544,0.272137,0.0814915,0.108842,0.427394,0.111253,0.124476,0.44469,0.179155
7122,0.0608082,0.611601,0.364502,0.0423574,0.862018,0.410969,0.0621578,0.272137,0.0814915,0.0676109,0.427394,0.111253,0.0847998,0.44469,0.179155
7123,0.0414169,0.634952,0.332102,0.0287138,0.842897,0.345412,0.043148,0.33414,0.106363,0.0465213,0.530631,0.115141,0.0593675,0.477973,0.183767
7124,0.0220255,0.658021,0.300289,0.0150702,0.822856,0.281881,0.0241382,0.398888,0.134997,0.0254317,0.632715,0.1191,0.0339352,0.511348,0.188426
7125,0.0026342,0.658021,0.300289,0.0014267,0.822856,0.281881,0.0051284,0.398888,0.134997,0.0043421,0.632715,0.1191,0.0085029,0.511348,0.188426
7126,0.0017561,0.642079,0.286952,0.0009511,0.787608,0.248745,0.0034189,0.421919,0.16062,0.0028947,0.642626,0.115881,0.0056686,0.479401,0.165559
7127,0.0008781,0.625995,0.273773,0.0004756,0.750285,0.216939,0.0017095,0.445107,0.188186,0.0014474,0.652483,0.112708,0.0028343,0.447533,0.143983
7128,0,0.625995,0.273773,0,0.750285,0.216939,0,0.445107,0.188186,0,0.652483,0.112708,0,0.447533,0.143983
7129,0,0.615662,0.279666,0,0.717242,0.198413,0,0.434838,0.208993,0,0.638642,0.126467,0,0.369349,0.121572
7130,0,0.605282,0.285593,0,0.683103,0.180527,0,0.424595,0.230593,0,0.624698,0.141026,0,0.29419,0.101115
7131,0,0.605282,0.285593,0,0.683103,0.180527,0,0.424595,0.230593,0,0.624698,0.141026,0,0.29419,0.101115
7132,0,0.601123,0.317353,0,0.693323,0.178156,0,0.408344,0.23936,0,0.587756,0.146354,0,0.236866,0.106612
7133,0,0.596958,0.349804,0,0.703457,0.175798,0,0.392184,0.248232,0,0.550366,0.151773,0,0.183661,0.112271
7134,0,0.596958,0.349804,0,0.703457,0.175798,0,0.392184,0.248232,0,0.550366,0.151773,0,0.183661,0.112271
7135,0.0138108,0.582777,0.335153,0.0167962,0.686325,0.172514,0.0151174,0.364631,0.248727,0.0184094,0.532412,0.146029,0.0107123,0.203162,0.104653
7136,0.0276215,0.568534,0.320619,0.0335923,0.668959,0.169257,0.0302348,0.337477,0.249221,0.0368189,0.514422,0.140389,0.0214246,0.223332,0.0973335
7137,0.0414323,0.568534,0.320619,0.0503885,0.668959,0.169257,0.0453522,0.337477,0.249221,0.0552283,0.514422,0.140389,0.0321369,0.223332,0.0973335
7138,0.0839422,0.514401,0.310153,0.0850518,0.655509,0.186644,0.0951167,0.319578,0.277784,0.0997737,0.487131,0.165017,0.0795111,0.215867,0.0819051
7139,0.126452,0.460123,0.299765,0.119715,0.641947,0.204705,0.144881,0.301919,0.307169,0.144319,0.459877,0.191353,0.126885,0.208488,0.0681775
7140,0.168962,0.460123,0.299765,0.154379,0.641947,0.204705,0.194646,0.301919,0.307169,0.188864,0.459877,0.191353,0.174259,0.208488,0.0681775
7141,0.175477,0.377022,0.273692,0.152012,0.710667,0.219804,0.209224,0.222763,0.302418,0.195411,0.319548,0.189294,0.192739,0.21316,0.0608689
7142,0.181992,0.297115,0.248292,0.149646,0.775242,0.235278,0.223802,0.152007,0.297684,0.201958,0.193061,0.187243,0.211218,0.217867,0.0542252
7143,0.188506,0.297115,0.248292,0.14728,0.775242,0.235278,0.238381,0.152007,0.297684,0.208505,0.193061,0.187243,0.229697,0.217867,0.0542252
7144,0.14679,0.284411,0.241166,0.113035,0.88011,0.216535,0.190999,0.0937398,0.244169,0.16392,0.0995701,0.133725,0.184395,0.241882,0.0635736
7145,0.105075,0.271861,0.234106,0.0787901,0.956345,0.198356,0.143618,0.048154,0.194178,0.119335,0.0341864,0.089124,0.139093,0.266669,0.0741721
7146,0.063359,0.271861,0.234106,0.0445454,0.956345,0.198356,0.096237,0.048154,0.194178,0.0747492,0.0341864,0.089124,0.0937916,0.266669,0.0741721
7147,0.0432385,0.316482,0.292685,0.0302124,0.949484,0.242494,0.0674695,0.0355439,0.172347,0.0516047,0.029048,0.071246,0.0655775,0.291795,0.0887907
7148,0.0231181,0.362706,0.354377,0.0158794,0.942158,0.289392,0.0387021,0.024904,0.151624,0.0284602,0.0243576,0.0561432,0.0373635,0.317517,0.105081
7149,0.0029977,0.362706,0.354377,0.0015465,0.942158,0.289392,0.0099346,0.024904,0.151624,0.0053158,0.0243576,0.0561432,0.0091494,0.317517,0.105081
7150,0.0019985,0.312903,0.328708,0.001031,0.872849,0.287886,0.0066231,0.0141657,0.136222,0.0035438,0.0123867,0.0486744,0.0060996,0.330545,0.133286
7151,0.0009992,0.265003,0.303424,0.0005155,0.783234,0.286383,0.0033115,0.0071744,0.121621,0.0017719,0.0055676,0.0422768,0.0030498,0.343693,0.164783
7152,0,0.265003,0.303424,0,0.783234,0.286383,0,0.0071744,0.121621,0,0.0055676,0.0422768,0,0.343693,0.164783
7153,0,0.225099,0.255549,0,0.663434,0.258088,0,0.0094872,0.0914412,0,0.0136874,0.0327711,0,0.408329,0.202904
7154,0,0.187392,0.210262,0,0.533094,0.230695,0,0.0124123,0.0663775,0,0.0283567,0.0282222,0,0.474449,0.243945
7155,0,0.187392,0.210262,0,0.533094,0.230695,0,0.0124123,0.0663775,0,0.0283567,0.0282222,0,0.474449,0.243945
7156,0,0.225054,0.21701,0,0.403347,0.210581,0,0.0430113,0.0584446,0,0.100137,0.0279028,0,0.56565,0.320456
7157,0,0.264908,0.223834,0,0.279598,0.191146,0,0.0929206,0.0513489,0,0.207905,0.027921,0,0.654897,0.401011
7158,0,0.264908,0.223834,0,0.279598,0.191146,0,0.0929206,0.0513489,0,0.207905,0.027921,0,0.654897,0.401011
7159,0.0146402,0.285588,0.190659,0.0239001,0.18579,0.156887,0.0235708,0.128049,0.0470667,0.0185819,0.283192,0.0286091,0.0017571,0.669564,0.430439
7160,0.0292804,0.306688,0.15962,0.0478002,0.106696,0.125688,0.0471416,0.167609,0.0431877,0.0371639,0.364535,0.0316044,0.0035142,0.684085,0.459859
7161,0.0439206,0.306688,0.15962,0.0717003,0.106696,0.125688,0.0707124,0.167609,0.0431877,0.0557458,0.364535,0.0316044,0.0052713,0.684085,0.459859
7162,0.0706604,0.340232,0.158419,0.120668,0.0821721,0.0871773,0.135452,0.213005,0.043934,0.107458,0.443435,0.0398149,0.0112948,0.667331,0.453351
7163,0.0974002,0.374522,0.157222,0.169637,0.0605451,0.0572102,0.200192,0.26194,0.0446969,0.159169,0.523672,0.0523166,0.0173182,0.650383,0.446837
7164,0.12414,0.374522,0.157222,0.218605,0.0605451,0.0572102,0.264932,0.26194,0.0446969,0.210881,0.523672,0.0523166,0.0233417,0.650383,0.446837
7165,0.109637,0.443501,0.177561,0.210141,0.115449,0.0601736,0.27834,0.301803,0.0456306,0.197973,0.623047,0.0649527,0.0263232,0.671012,0.4266
7166,0.0951335,0.513496,0.198913,0.201678,0.184369,0.0632651,0.291748,0.343084,0.0465877,0.185066,0.717933,0.0798854,0.0293048,0.691347,0.406367
7167,0.0806302,0.513496,0.198913,0.193214,0.184369,0.0632651,0.305156,0.343084,0.0465877,0.172158,0.717933,0.0798854,0.0322863,0.691347,0.406367
7168,0.0590288,0.679885,0.26565,0.146969,0.280114,0.0593689,0.242046,0.380601,0.0489842,0.129076,0.841175,0.121051,0.0256893,0.729375,0.419128
7169,0.0374274,0.827237,0.337686,0.100723,0.386197,0.055679,0.178936,0.418779,0.0515136,0.0859944,0.935468,0.171246,0.0190922,0.765935,0.431896
7170,0.015826,0.827237,0.337686,0.0544778,0.386197,0.055679,0.115825,0.418779,0.0515136,0.0429127,0.935468,0.171246,0.0124952,0.765935,0.431896
7171,0.0107364,0.879759,0.397608,0.036896,0.498182,0.0655425,0.0806178,0.433621,0.0610355,0.0290413,0.954373,0.211712,0.0085775,0.789077,0.462599
7172,0.0056468,0.924284,0.458162,0.0193142,0.610288,0.0767189,0.0454106,0.448518,0.0719827,0.01517,0.970142,0.255227,0.0046598,0.811396,0.493124
7173,0.0005572,0.924284,0.458162,0.0017325,0.610288,0.0767189,0.0102034,0.448518,0.0719827,0.0012987,0.970142,0.255227,0.0007421,0.811396,0.493124
7174,0.0003715,0.949536,0.506552,0.001155,0.685996,0.0969966,0.0068023,0.464751,0.0858364,0.0008658,0.978449,0.294279,0.0004947,0.859608,0.5584
7175,0.0001857,0.96993,0.55391,0.0005775,0.757452,0.120138,0.0034011,0.481018,0.101278,0.0004329,0.985336,0.334664,0.0002474,0.902081,0.620386
7176,0,0.96993,0.55391,0,0.757452,0.120138,0,0.481018,0.101278,0,0.985336,0.334664,0,0.902081,0.620386
7177,0,0.968593,0.583674,0,0.785313,0.150401,0,0.495421,0.11473,0,0.98421,0.357557,0,0.911589,0.657112
7178,0,0.967227,0.612564,0,0.812021,0.183756,0,0.509829,0.12908,0,0.983037,0.380665,0,0.920675,0.691432
7179,0,0.967227,0.612564,0,0.812021,0.183756,0,0.509829,0.12908,0,0.983037,0.380665,0,0.920675,0.691432
7180,0,0.914483,0.568155,0,0.829239,0.215854,0,0.524909,0.140096,0,0.943685,0.361327,0,0.909159,0.692037
7181,0,0.84114,0.521925,0,0.845844,0.249765,0,0.539969,0.151541,0,0.883537,0.342132,0,0.89698,0.69264
7182,0,0.84114,0.521925,0,0.845844,0.249765,0,0.539969,0.151541,0,0.883537,0.342132,0,0.89698,0.69264
7183,0.0020172,0.884527,0.537948,0.0143282,0.889864,0.28277,0.0201089,0.542728,0.159076,0.0049218,0.887984,0.338433,0.0057282,0.862767,0.63235
7184,0.0040343,0.922083,0.553805,0.0286564,0.927584,0.316831,0.0402179,0.545487,0.166772,0.0098436,0.89236,0.334741,0.0114564,0.824823,0.565813
7185,0.0060515,0.922083,0.553805,0.0429845,0.927584,0.316831,0.0603268,0.545487,0.166772,0.0147654,0.89236,0.334741,0.0171846,0.824823,0.565813
7186,0.0149239,0.925736,0.562659,0.069617,0.955986,0.327297,0.118691,0.546752,0.16319,0.0422925,0.900308,0.344986,0.052794,0.791604,0.515077
7187,0.0237964,0.929311,0.571448,0.0962495,0.977566,0.33783,0.177054,0.548016,0.159642,0.0698196,0.907998,0.355283,0.0884034,0.756492,0.463007
7188,0.0326688,0.929311,0.571448,0.122882,0.977566,0.33783,0.235418,0.548016,0.159642,0.0973467,0.907998,0.355283,0.124013,0.756492,0.463007
7189,0.0349367,0.942176,0.584033,0.122931,0.976655,0.344105,0.24763,0.53227,0.162785,0.112664,0.880377,0.364052,0.139389,0.725021,0.460272
7190,0.0372047,0.953846,0.596459,0.122979,0.975725,0.3504,0.259842,0.516496,0.165954,0.127981,0.849888,0.37285,0.154766,0.6925,0.457536
7191,0.0394726,0.953846,0.596459,0.123028,0.975725,0.3504,0.272054,0.516496,0.165954,0.143298,0.849888,0.37285,0.170142,0.6925,0.457536
7192,0.0307744,0.871286,0.547034,0.0949503,0.912674,0.332215,0.21553,0.493145,0.155818,0.113893,0.787617,0.338188,0.136109,0.655835,0.414407
7193,0.0220763,0.757968,0.495774,0.0668729,0.817553,0.314217,0.159005,0.469809,0.145969,0.0844893,0.718498,0.304152,0.102076,0.618313,0.371424
7194,0.0133781,0.757968,0.495774,0.0387955,0.817553,0.314217,0.102481,0.469809,0.145969,0.055085,0.718498,0.304152,0.0680428,0.618313,0.371424
7195,0.0090873,0.705568,0.456983,0.0262816,0.748585,0.300905,0.0712467,0.406345,0.152122,0.0376773,0.666749,0.313752,0.0473065,0.636053,0.367474
7196,0.0047964,0.650576,0.417952,0.0137676,0.673314,0.287732,0.040013,0.344281,0.158391,0.0202695,0.613117,0.323417,0.0265702,0.653629,0.363529
7197,0.0005056,0.650576,0.417952,0.0012536,0.673314,0.287732,0.0087792,0.344281,0.158391,0.0028617,0.613117,0.323417,0.0058339,0.653629,0.363529
7198,0.000337,0.666854,0.411831,0.0008357,0.63084,0.280361,0.0058528,0.327035,0.159172,0.0019078,0.594155,0.3253,0.0038892,0.689297,0.406261
7199,0.0001685,0.682955,0.405714,0.0004179,0.587435,0.273042,0.0029264,0.31,0.159954,0.0009539,0.575066,0.327185,0.0019446,0.723977,0.449222
7200,0,0.682955,0.405714,0,0.587435,0.273042,0,0.31,0.159954,0,0.575066,0.327185,0,0.723977,0.449222
7201,0,0.65281,0.400765,0,0.586849,0.270266,0,0.310804,0.158315,0,0.561321,0.318584,0,0.713567,0.458866
7202,0,0.622103,0.39582,0,0.586263,0.267498,0,0.311608,0.156682,0,0.547534,0.310032,0,0.703054,0.468493
7203,0,0.622103,0.39582,0,0.586263,0.267498,0,0.311608,0.156682,0,0.547534,0.310032,0,0.703054,0.468493
7204,0,0.663711,0.396214,0,0.65601,0.265823,0,0.289136,0.136195,0,0.599282,0.290291,0,0.702606,0.460602
7205,0,0.704204,0.396608,0,0.722839,0.264152,0,0.267127,0.117103,0,0.650055,0.270885,0,0.702158,0.452699
7206,0,0.704204,0.396608,0,0.722839,0.264152,0,0.267127,0.117103,0,0.650055,0.270885,0,0.702158,0.452699
7207,0.0081284,0.762271,0.437839,0.0136155,0.781546,0.275897,0.0139458,0.239582,0.102457,0.010266,0.687894,0.270985,0.0068619,0.66546,0.425302
7208,0.0162568,0.816181,0.478983,0.027231,0.835447,0.287781,0.0278916,0.213001,0.0889157,0.0205319,0.724632,0.271085,0.0137238,0.627836,0.397919
7209,0.0243852,0.816181,0.478983,0.0408465,0.835447,0.287781,0.0418374,0.213001,0.0889157,0.0307979,0.724632,0.271085,0.0205857,0.627836,0.397919
7210,0.0487311,0.828273,0.496645,0.0784408,0.86857,0.303925,0.088919,0.222871,0.0861259,0.0645635,0.709298,0.271301,0.0490777,0.58575,0.369452
7211,0.0730769,0.840062,0.514187,0.116035,0.898671,0.320272,0.136001,0.232886,0.0833921,0.0983291,0.693744,0.271517,0.0775698,0.543097,0.341255
7212,0.0974227,0.840062,0.514187,0.153629,0.898671,0.320272,0.183082,0.232886,0.0833921,0.132095,0.693744,0.271517,0.106062,0.543097,0.341255
7213,0.096232,0.831137,0.573089,0.155583,0.868561,0.372893,0.197886,0.26965,0.0978807,0.133539,0.683375,0.307064,0.106172,0.574302,0.387721
7214,0.0950413,0.822035,0.628929,0.157537,0.835428,0.426406,0.21269,0.307927,0.113746,0.134984,0.672922,0.34358,0.106282,0.605244,0.434688
7215,0.0938505,0.822035,0.628929,0.15949,0.835428,0.426406,0.227494,0.307927,0.113746,0.136429,0.672922,0.34358,0.106391,0.605244,0.434688
7216,0.0719744,0.747419,0.534766,0.122652,0.729767,0.350926,0.181328,0.322508,0.101901,0.105568,0.683623,0.270105,0.0820664,0.656208,0.424362
7217,0.0500983,0.66542,0.434501,0.0858146,0.610448,0.27794,0.135161,0.337248,0.0907937,0.0747078,0.694238,0.201942,0.0577414,0.705597,0.414038
7218,0.0282222,0.66542,0.434501,0.0489769,0.610448,0.27794,0.0889949,0.337248,0.0907937,0.0438473,0.694238,0.201942,0.0334164,0.705597,0.414038
7219,0.0192419,0.664062,0.399891,0.03305,0.548541,0.265488,0.0619282,0.365998,0.0989234,0.0300194,0.705711,0.205112,0.022966,0.763689,0.455121
7220,0.0102615,0.662703,0.365472,0.0171232,0.485958,0.253201,0.0348614,0.39519,0.107461,0.0161916,0.717067,0.2083,0.0125156,0.817583,0.495957
7221,0.0012812,0.662703,0.365472,0.0011963,0.485958,0.253201,0.0077947,0.39519,0.107461,0.0023637,0.717067,0.2083,0.0020652,0.817583,0.495957
7222,0.0008541,0.706937,0.387274,0.0007975,0.498412,0.241484,0.0051964,0.450027,0.131486,0.0015758,0.711064,0.223093,0.0013768,0.871819,0.529123
7223,0.0004271,0.749467,0.409187,0.0003988,0.510868,0.229948,0.0025982,0.505428,0.157909,0.0007879,0.705028,0.238236,0.0006884,0.918126,0.561647
7224,0,0.749467,0.409187,0,0.510868,0.229948,0,0.505428,0.157909,0,0.705028,0.238236,0,0.918126,0.561647
7225,0.0001424,0.708946,0.404399,0.0001329,0.645353,0.198754,0.0008661,0.604404,0.17882,0.0002626,0.688809,0.24332,0.0002295,0.929645,0.633547
7226,0,0.708946,0.404399,0,0.645353,0.198754,0,0.604404,0.17882,0,0.688809,0.24332,0,0.929645,0.633547
7227,0,0.713388,0.389427,0,0.683094,0.183963,0,0.614039,0.208819,0,0.713078,0.253429,0,0.950757,0.674508
7228,0,0.717811,0.374503,0,0.719777,0.169637,0,0.623633,0.240499,0,0.736803,0.263664,0,0.968295,0.712034
7229,0,0.717811,0.374503,0,0.719777,0.169637,0,0.623633,0.240499,0,0.736803,0.263664,0,0.968295,0.712034
7230,0.0146109,0.710184,0.368917,0.0231105,0.723874,0.16245,0.0177085,0.627288,0.273341,0.0157102,0.73717,0.284575,0.0019774,0.957437,0.692503
7231,0.0292217,0.702503,0.363341,0.0462211,0.727954,0.1554,0.0354171,0.630936,0.307321,0.0314204,0.737537,0.305896,0.0039549,0.945059,0.671911
7232,0.0438326,0.702503,0.363341,0.0693316,0.727954,0.1554,0.0531256,0.630936,0.307321,0.0471305,0.737537,0.305896,0.0059323,0.945059,0.671911
7233,0.0858164,0.682195,0.360592,0.121859,0.696118,0.14653,0.10756,0.641301,0.334752,0.0919672,0.709885,0.316308,0.0193451,0.937627,0.648578
7234,0.1278,0.661569,0.357844,0.174387,0.663408,0.137903,0.161994,0.651608,0.362605,0.136804,0.681509,0.326794,0.0327578,0.929768,0.62424
7235,0.169784,0.661569,0.357844,0.226915,0.663408,0.137903,0.216429,0.651608,0.362605,0.181641,0.681509,0.326794,0.0461705,0.929768,0.62424
7236,0.164027,0.654616,0.342647,0.22439,0.662273,0.152029,0.227162,0.700642,0.397876,0.180495,0.715771,0.353466,0.0503157,0.923508,0.616872
7237,0.15827,0.647634,0.327565,0.221866,0.661137,0.166779,0.237895,0.747675,0.433363,0.179349,0.74894,0.380449,0.0544608,0.917014,0.609429
7238,0.152514,0.647634,0.327565,0.219341,0.661137,0.166779,0.248628,0.747675,0.433363,0.178203,0.74894,0.380449,0.058606,0.917014,0.609429
7239,0.115418,0.717091,0.359997,0.16778,0.678325,0.191596,0.195468,0.739314,0.421664,0.136652,0.810945,0.444684,0.0460539,0.951531,0.649994
7240,0.0783226,0.782135,0.392847,0.116218,0.695298,0.217747,0.142307,0.730873,0.409971,0.0951006,0.866465,0.508551,0.0335019,0.977169,0.687804
7241,0.041227,0.782135,0.392847,0.0646569,0.695298,0.217747,0.0891466,0.730873,0.409971,0.0535493,0.866465,0.508551,0.0209498,0.977169,0.687804
7242,0.027799,0.817829,0.464062,0.0435841,0.733489,0.263893,0.0614454,0.683235,0.410672,0.0363428,0.86258,0.52739,0.0143655,0.936735,0.639153
7243,0.014371,0.851178,0.534281,0.0225113,0.770158,0.312534,0.0337441,0.633792,0.411372,0.0191364,0.858653,0.546024,0.0077813,0.878456,0.586278
7244,0.0009429,0.851178,0.534281,0.0014385,0.770158,0.312534,0.0060428,0.633792,0.411372,0.0019299,0.858653,0.546024,0.001197,0.878456,0.586278
7245,0.0006286,0.858431,0.554313,0.000959,0.81535,0.338124,0.0040285,0.599921,0.406736,0.0012866,0.864833,0.554639,0.000798,0.855652,0.544244
7246,0.0003143,0.865542,0.574039,0.0004795,0.856902,0.364066,0.0020143,0.565617,0.402103,0.0006433,0.870905,0.563196,0.000399,0.831362,0.500931
7247,0,0.865542,0.574039,0,0.856902,0.364066,0,0.565617,0.402103,0,0.870905,0.563196,0,0.831362,0.500931
7248,0,0.842974,0.552119,0,0.858801,0.368238,0,0.473583,0.395634,0,0.789138,0.550107,0,0.748908,0.463867
7249,0,0.819111,0.529828,0,0.860691,0.372416,0,0.382383,0.389172,0,0.69485,0.536889,0,0.657206,0.426531
7250,0,0.819111,0.529828,0,0.860691,0.372416,0,0.382383,0.389172,0,0.69485,0.536889,0,0.657206,0.426531
7251,0,0.762109,0.482973,0,0.813983,0.340535,0,0.371271,0.325171,0,0.628918,0.46137,0,0.570921,0.401077
7252,0,0.70044,0.435432,0,0.76267,0.309167,0,0.36022,0.263615,0,0.560746,0.384786,0,0.482652,0.375721
7253,0,0.70044,0.435432,0,0.76267,0.309167,0,0.36022,0.263615,0,0.560746,0.384786,0,0.482652,0.375721
7254,0.0030554,0.628805,0.41159,0.0164464,0.724646,0.298586,0.0108399,0.358683,0.250018,0.0026297,0.471461,0.342387,0.0074519,0.433486,0.356983
7255,0.0061109,0.554515,0.387801,0.0328928,0.685083,0.288094,0.0216799,0.357148,0.236648,0.0052594,0.383022,0.300874,0.0149037,0.384912,0.338388
7256,0.0091663,0.554515,0.387801,0.0493392,0.685083,0.288094,0.0325198,0.357148,0.236648,0.0078891,0.383022,0.300874,0.0223556,0.384912,0.338388
7257,0.0233557,0.496899,0.345715,0.0853023,0.654641,0.272938,0.0706927,0.399539,0.243567,0.0218464,0.365051,0.25914,0.0599823,0.368585,0.32343
7258,0.0375451,0.43933,0.304465,0.121266,0.623617,0.258014,0.108866,0.442628,0.250549,0.0358038,0.347249,0.219328,0.097609,0.352394,0.308612
7259,0.0517345,0.43933,0.304465,0.157229,0.623617,0.258014,0.147039,0.442628,0.250549,0.0497611,0.347249,0.219328,0.135236,0.352394,0.308612
7260,0.0537794,0.399883,0.278254,0.155202,0.587059,0.243336,0.154998,0.54901,0.283158,0.0673219,0.346361,0.211496,0.141902,0.352915,0.335523
7261,0.0558242,0.361019,0.252697,0.153176,0.550067,0.228937,0.162957,0.653417,0.316793,0.0848827,0.345473,0.203768,0.148568,0.353437,0.362835
7262,0.0578691,0.361019,0.252697,0.15115,0.550067,0.228937,0.170916,0.653417,0.316793,0.102444,0.345473,0.203768,0.155235,0.353437,0.362835
7263,0.0450075,0.353119,0.201262,0.11549,0.441497,0.200471,0.134627,0.68597,0.307378,0.0837348,0.367908,0.192973,0.121831,0.33105,0.328053
7264,0.0321459,0.345255,0.154406,0.0798294,0.335459,0.173465,0.098338,0.717716,0.298028,0.0650261,0.390605,0.182409,0.088427,0.309006,0.293979
7265,0.0192843,0.345255,0.154406,0.0441691,0.335459,0.173465,0.0620489,0.717716,0.298028,0.0463174,0.390605,0.182409,0.0550232,0.309006,0.293979
7266,0.013206,0.344111,0.156913,0.0297145,0.340037,0.162994,0.0428913,0.754688,0.313828,0.0319355,0.389094,0.180212,0.0380707,0.296541,0.273657
7267,0.0071277,0.342968,0.159439,0.01526,0.344628,0.152807,0.0237337,0.790021,0.329804,0.0175537,0.387583,0.178026,0.0211182,0.284212,0.253746
7268,0.0010493,0.342968,0.159439,0.0008054,0.344628,0.152807,0.004576,0.790021,0.329804,0.0031718,0.387583,0.178026,0.0041657,0.284212,0.253746
7269,0.0006995,0.329077,0.152418,0.0005369,0.326386,0.129356,0.0030507,0.762074,0.32585,0.0021146,0.423501,0.164357,0.0027771,0.278318,0.247451
7270,0.0003498,0.315322,0.14554,0.0002685,0.308379,0.107856,0.0015253,0.733057,0.321904,0.0010573,0.459792,0.151165,0.0013886,0.272458,0.241207
7271,0,0.315322,0.14554,0,0.308379,0.107856,0,0.733057,0.321904,0,0.459792,0.151165,0,0.272458,0.241207
7272,0,0.24973,0.119796,0,0.261831,0.085201,0,0.681902,0.301221,0,0.400994,0.145425,0,0.234679,0.216438
7273,0,0.189066,0.0966544,0,0.21762,0.0658581,0,0.62868,0.280869,0,0.343472,0.13979,0,0.198754,0.192643
7274,0,0.189066,0.0966544,0,0.21762,0.0658581,0,0.62868,0.280869,0,0.343472,0.13979,0,0.198754,0.192643
7275,0,0.216,0.099183,0,0.175488,0.0480155,0,0.569692,0.266529,0,0.351091,0.154032,0,0.160312,0.159516
7276,0,0.24411,0.101749,0,0.136789,0.0355217,0,0.509806,0.252407,0,0.358744,0.168896,0,0.125091,0.129189
7277,0,0.24411,0.101749,0,0.136789,0.0355217,0,0.509806,0.252407,0,0.358744,0.168896,0,0.125091,0.129189
7278,0.0047089,0.208895,0.0950362,0.0127542,0.082545,0.0417879,0.0102023,0.466582,0.251414,0.0011163,0.319861,0.162651,0.003388,0.12566,0.105438
7279,0.0094178,0.175599,0.0885936,0.0255084,0.0408881,0.0497788,0.0204046,0.423588,0.250422,0.0022326,0.28209,0.15651,0.0067759,0.126229,0.0843597
7280,0.0141267,0.175599,0.0885936,0.0382626,0.0408881,0.0497788,0.0306069,0.423588,0.250422,0.0033489,0.28209,0.15651,0.0101639,0.126229,0.0843597
7281,0.0221168,0.179234,0.0961808,0.0759592,0.0350545,0.0545555,0.0715196,0.367919,0.22742,0.0139659,0.230025,0.161899,0.0339926,0.112272,0.07387
