hour,RESV,PHVT
3585,0.39,0.350534
3586,0.93,0.943272
3587,0.27,0.284839
3588,0.16,0.081049
3589,0.84,0.154577
3590,0.4,0.144057
3591,0.46,0.632755
3592,0.52,0.041615
3593,0.19,0.928291
3594,0.23,0.628
3595,0.5,0.253578
3596,0.08,0.484707
3597,0.27,0.858902
3598,0.25,0.057641
3599,0.33,0.307944
3600,0.71,0.625583
3601,0.85,0.839713
3602,0.1,0.974783
3603,0.41,0.716227
3604,0.24,0.82529
3605,0.59,0.880851
3606,0.15,0.02925
3607,0.31,0.136981
3608,0.32,0.033103
3609,0.99,0.639277
3610,0.81,0.451992
3611,0.46,0.5238
3612,0.71,0.656631
3613,0.18,0.999868
3614,0.12,0.445566
3615,0.07,0.870927
3616,0.23,0.513153
3617,0.36,0.41704
3618,0.55,0.890112
3619,0.96,0.32337
3620,0.49,0.099891
3621,0.92,0.026076
3622,0.78,0.968695
3623,0.5,0.966561
3624,0.45,0.77138
3625,0.48,0.850065
3626,0.4,0.759386
3627,0.22,0.929212
3628,0.79,0.781266
3629,0.58,0.151475
3630,0.46,0.376301
3631,0.68,0.739134
3632,0.96,0.215945
3633,0.19,0.671152
3634,0.76,0.520716
3635,0.64,0.604864
3636,0.58,0.450182
3637,0.93,0.546318
3638,0.18,0.40594
3639,0.92,0.487548
3640,0.08,0.712189
3641,0.23,0.747976
3642,0.83,0.244728
3643,0.52,0.873023
3644,0.03,0.435595
3645,0.76,0.422437
3646,0.44,0.011683
3647,0.01,0.501698
3648,0.42,0.455564
3649,0.62,0.336565
3650,0.89,0.805812
3651,0.46,0.491628
3652,0.11,0.552361
3653,0.08,0.760663
3654,0.9,0.093766
3655,0.33,0.716923
3656,1,0.32685
3657,0.18,0.625742
3658,0.08,0.806743
3659,0.06,0.617632
3660,0.65,0.456929
3661,0.62,0.290388
3662,0.15,0.55625
3663,0.2,0.715753
3664,0.68,0.034804
3665,0.07,0.468543
3666,0.67,0.40384
3667,0.52,0.882599
3668,0.21,0.117099
3669,0.44,0.458648
3670,0.64,0.988262
3671,0.13,0.566839
3672,0.24,0.778967
3673,0.19,0.974185
3674,0.05,0.954308
3675,0.98,0.724541
3676,0.22,0.115962
3677,0.62,0.541654
3678,0.21,0.891163
3679,0.02,0.814344
3680,0.87,0.471001
3681,0.65,0.133759
3682,0.34,0.681407
3683,0.83,0.176815
3684,0.09,0.49975
3685,0.39,0.896883
3686,0.89,0.293349
3687,0.49,0.962119
3688,0.8,0.248163
3689,0.5,0.857283
3690,0.81,0.922123
3691,0.8,0.595676
3692,0.83,0.168771
3693,0.97,0.869064
3694,0.2,0.016617
3695,0.21,0.70478
3696,0.58,0.456163
3697,0.71,0.049224
3698,0.91,0.695024
3699,0.36,0.085461
3700,0.43,0.319845
3701,0.73,0.121145
3702,0.57,0.243686
3703,0.45,0.441646
3704,0.62,0.372458
3705,0.41,0.088244
3706,0.98,0.58029
3707,0.28,0.906149
3708,0.07,0.924768
3709,0.91,0.302396
3710,0.15,0.987497
3711,0.13,0.566089
3712,0.23,0.683045
3713,0.99,0.031552
3714,0.23,0.791774
3715,0.03,0.537512
3716,0.6,0.589692
3717,0.05,0.281149
3718,0.22,0.7882
3719,0.28,0.786123
3720,0.8,0.442606
3721,0.67,0.779908
3722,0.53,0.506505
3723,0.7,0.533275
3724,0.01,0.351626
3725,0.91,0.822613
3726,0.12,0.644164
3727,0.07,0.310454
3728,0.96,0.990867
3729,0.61,0.253754
3730,0.97,0.323492
3731,0.13,0.482201
3732,0.37,0.737093
3733,0.72,0.91946
3734,0.91,0.68822
3735,0.6,0.279846
3736,0.11,0.629541
3737,0.71,0.548234
3738,0.14,0.488601
3739,0.98,0.501603
3740,0.19,0.827625
3741,0.47,0.719855
3742,0.28,0.768804
3743,0.28,0.014437
3744,0.14,0.435862
3745,0.68,0.060592
3746,0.77,0.80139
3747,0.15,0.202415
3748,0.27,0.578577
3749,0.09,0.014244
3750,0.54,0.349883
3751,0.88,0.733573
3752,0.7,0.630291
3753,0.84,0.537893
3754,0.29,0.884539
3755,0.03,0.794642
3756,0.04,0.050147
3757,0.17,0.511854
3758,0.7,0.550809
3759,0.91,0.612555
3760,0.34,0.855724
3761,0.39,0.351926
3762,0.58,0.422273
3763,0.03,0.960181
3764,0.18,0.011418
3765,0.91,0.604196
3766,0.06,0.158557
3767,0.47,0.670856
3768,0.39,0.844333
3769,0.88,0.533242
3770,0.39,0.742797
3771,0.98,0.852286
3772,0.03,0.995709
3773,0.75,0.465859
3774,0.48,0.374349
3775,0.25,0.186491
3776,0.34,0.563475
3777,0.66,0.712625
3778,0.99,0.951189
3779,0.81,0.611961
3780,0.5,0.439039
3781,0.89,0.82879
3782,0.14,0.996682
3783,0.5,0.241215
3784,0.06,0.60263
3785,0.28,0.460826
3786,0.35,0.306943
3787,0.66,0.149526
3788,0.35,0.931814
3789,0.26,0.8336
3790,0.29,0.129142
3791,0.95,0.571599
3792,0.54,0.671699
3793,0.21,0.086666
3794,0.45,0.579398
3795,0.14,0.065698
3796,0.34,0.900433
3797,0.13,0.167572
3798,0.58,0.404688
3799,0.04,0.157384
3800,0.49,0.749969
3801,0.42,0.201281
3802,0.28,0.037965
3803,0.5,0.687578
3804,0.87,0.331022
3805,0.38,0.097605
3806,0.41,0.639274
3807,0.77,0.271367
3808,0.69,0.135995
3809,0.75,0.402249
3810,0.19,0.077647
3811,0.83,0.468527
3812,0.43,0.86064
3813,0.5,0.129048
3814,0.51,0.678822
3815,0.05,0.97922
3816,0.15,0.517996
3817,0.92,0.023081
3818,0.01,0.072702
3819,0.87,0.356882
3820,0.44,0.03016
3821,0.75,0.297848
3822,0.87,0.930225
3823,0.76,0.868554
3824,0.58,0.168445
3825,0.5,0.773363
3826,0.3,0.002503
3827,0.45,0.739509
3828,0.96,0.8961
3829,0.25,0.399153
3830,0.77,0.328036
3831,0.83,0.944279
3832,0.24,0.839721
3833,0.5,0.564956
3834,0.16,0.671219
3835,0.9,0.749879
3836,0.76,0.863015
3837,0.85,0.027541
3838,0.42,0.63343
3839,0.29,0.714619
3840,0.65,0.656622
3841,0.82,0.059139
3842,0.84,0.938851
3843,0.85,0.204715
3844,0.79,0.032106
3845,0.37,0.365004
3846,0.83,0.719394
3847,0.66,0.17537
3848,0.61,0.886393
3849,0.13,0.588127
3850,0.05,0.125686
3851,0.03,0.951928
3852,0.71,0.584311
3853,0.73,0.263474
3854,0.7,0.748219
3855,0.35,0.7296
3856,0.63,0.786173
3857,0.47,0.492411
3858,0.78,0.348486
3859,0.22,0.211372
3860,0.39,0.311075
3861,0.72,0.425583
3862,0.03,0.264095
3863,0.5,0.052901
3864,0.72,0.146139
3865,0.68,0.625169
3866,0.55,0.564829
3867,0.24,0.29056
3868,0.02,0.501653
3869,0.71,0.010661
3870,0.64,0.333188
3871,0.34,0.152916
3872,0.97,0.325121
3873,0.22,0.180507
3874,0.16,0.807645
3875,0.75,0.122386
3876,0.58,0.623147
3877,0.35,0.143639
3878,1,0.422436
3879,0.06,0.245792
3880,0.32,0.542168
3881,0.69,0.940783
3882,0.83,0.212519
3883,0.3,0.13118
3884,0.75,0.715171
3885,0.17,0.5049
3886,0.91,0.219417
3887,0.62,0.31923
3888,0.84,0.466179
3889,0.77,0.721037
3890,0.32,0.774078
3891,0.29,0.185753
3892,0.56,0.295168
3893,0.22,0.340179
3894,0.34,0.146074
3895,0.02,0.829371
3896,0.64,0.407176
3897,0.68,0.712329
3898,0.36,0.701802
3899,0.27,0.488968
3900,0.28,0.745663
3901,0.98,0.301184
3902,0.59,0.660311
3903,0.42,0.744821
3904,0.43,0.946361
3905,0.5,0.470078
3906,0.41,0.764127
3907,0.64,0.346933
3908,0.87,0.997422
3909,0.01,0.311951
3910,0.45,0.038667
3911,0.37,0.347531
3912,0.88,0.464015
3913,0.34,0.092548
3914,0.42,0.575421
3915,0.79,0.267802
3916,0.45,0.255703
3917,0.72,0.141281
3918,0.43,0.398718
3919,0.34,0.320837
3920,0.4,0.583874
3921,0.24,0.792517
3922,0.18,0.80445
3923,0.59,0.925178
3924,0.68,0.40308
3925,0.08,0.758407
3926,0.43,0.627834
3927,0.1,0.802745
3928,0.68,0.284707
3929,0.49,0.310732
3930,0.49,0.430204
3931,0.15,0.722308
3932,0.29,0.923857
3933,0.67,0.466779
3934,0.46,0.436819
3935,0.51,0.519383
3936,0.39,0.624337
3937,0.96,0.283312
3938,0.19,0.858403
3939,0.55,0.136621
3940,0.21,0.953193
3941,0.34,0.415327
3942,0.42,0.28272
3943,0.88,0.281544
3944,0.03,0.990682
3945,0.95,0.217627
3946,0.48,0.760354
3947,0.36,0.955684
3948,0.05,0.383585
3949,0.7,0.407632
3950,0.51,0.68684
3951,0.67,0.247032
3952,0.79,0.99099
3953,0.82,0.046313
3954,0.2,0.354742
3955,0.08,0.911111
3956,0.42,0.249483
3957,0.12,0.092975
3958,0.48,0.826099
3959,0.76,0.195348
3960,0.68,0.054394
3961,0.25,0.647282
3962,0.85,0.970746
3963,0.54,0.288699
3964,0.07,0.474803
3965,0.8,0.9496
3966,0.84,0.839782
3967,0.29,0.361402
3968,0.81,0.514804
3969,0.68,0.745649
3970,0.25,0.277206
3971,0.06,0.975627
3972,0.28,0.219857
3973,0.15,0.64193
3974,0.18,0.82913
3975,0.98,0.419093
3976,0.12,0.872464
3977,0.83,0.545063
3978,0.99,0.959195
3979,0.62,0.999655
3980,0.01,0.658366
3981,0.56,0.306103
3982,0.33,0.570008
3983,0.53,0.732501
3984,0.8,0.498187
3985,0.15,0.796327
3986,0.66,0.81433
3987,0.88,0.159391
3988,0.61,0.160431
3989,0.19,0.435526
3990,0.18,0.699324
3991,0.33,0.42274
3992,0.99,0.511666
3993,0.55,0.142401
3994,0.56,0.535714
3995,0.89,0.76354
3996,0.48,0.948916
3997,0.25,0.427933
3998,0.33,0.174746
3999,0.29,0.890016
4000,0.5,0.731052
4001,0.78,0.243468
4002,0.03,0.026712
4003,0.29,0.082105
4004,0.57,0.456167
4005,0.36,0.402516
4006,0.19,0.325932
4007,0.55,0.263945
4008,0.33,0.710531
4009,0.28,0.958333
4010,0.61,0.52592
4011,0.02,0.83707
4012,0.51,0.12586
4013,0.43,0.938509
4014,0.38,0.904793
4015,0.65,0.421313
4016,0.74,0.732107
4017,0.48,0.879813
4018,0.08,0.623096
4019,0.3,0.877633
4020,0.79,0.763909
4021,0.12,0.06122
4022,0.83,0.510937
4023,0.76,0.786312
4024,0.41,0.674704
4025,0.94,0.9896
4026,0.09,0.774212
4027,0.67,0.076088
4028,0.27,0.188458
4029,0.71,0.256309
4030,0.13,0.559758
4031,0.35,0.546253
4032,0.39,0.311682
4033,0.24,0.059445
4034,0.76,0.596227
4035,0.93,0.041194
4036,0.78,0.443338
4037,0.91,0.057208
4038,0.68,0.119069
4039,0.26,0.234074
4040,0.02,0.305793
4041,0.93,0.230441
4042,0.17,0.866931
4043,0.98,0.657989
4044,0.13,0.079874
4045,0.3,0.480238
4046,0.04,0.151491
4047,0.43,0.31302
4048,0.68,0.762897
4049,0.48,0.494884
4050,0.33,0.799326
4051,0.24,0.727328
4052,0.18,0.614411
4053,0.87,0.569322
4054,0.94,0.447745
4055,0.38,0.166136
4056,0.39,0.891557
4057,0.99,0.826063
4058,0.66,0.632582
4059,0.3,0.812248
4060,0.81,0.996694
4061,0.08,0.484582
4062,0.06,0.806649
4063,0.89,0.569739
4064,0.47,0.420499
4065,0.71,0.38095
4066,0.69,0.744754
4067,0.03,0.526822
4068,0.58,0.77555
4069,0.59,0.623783
4070,0.97,0.356824
4071,0.5,0.159065
4072,0.73,0.468057
4073,0.4,0.136393
4074,0.49,0.617077
4075,0.56,0.843837
4076,0.27,0.85031
4077,0.08,0.895886
4078,0.26,0.434119
4079,0.39,0.61573
4080,0.79,0.943524
4081,0.23,0.600648
4082,0.8,0.374871
4083,0.31,0.603561
4084,0.55,0.291904
4085,0.91,0.092665
4086,0.08,0.626592
4087,0.36,0.967032
4088,0.19,0.079332
4089,0.81,0.251465
4090,0.3,0.391226
4091,0.48,0.374874
4092,0.05,0.422903
4093,0.27,0.315379
4094,0.46,0.528884
4095,0.48,0.257354
4096,0.07,0.873041
4097,0.12,0.098699
4098,0.66,0.918076
4099,0.22,0.608874
4100,0.16,0.175676
4101,0.11,0.15806
4102,0.91,0.608999
4103,0.87,0.17971
4104,0.8,0.005596
4105,0.11,0.032162
4106,0.82,0.183648
4107,0.79,0.391471
4108,0.3,0.284291
4109,0.86,0.817995
4110,0.02,0.92658
4111,0.43,0.07465
4112,0.97,0.79693
4113,0.12,0.416746
4114,0.1,0.572432
4115,0.02,0.115539
4116,0.62,0.431675
4117,0.01,0.596014
4118,0.6,0.84844
4119,0.1,0.059541
4120,0.99,0.127473
4121,0.67,0.929478
4122,0.92,0.814383
4123,0.16,0.974446
4124,0.02,0.830325
4125,0.24,0.879836
4126,0.16,0.287456
4127,1,0.58974
4128,0.18,0.148346
4129,0.37,0.671108
4130,0.72,0.685602
4131,0.16,0.288187
4132,0.83,0.127229
4133,0.03,0.909739
4134,0.76,0.975049
4135,0.4,0.671459
4136,0.34,0.120779
4137,0.17,0.615049
4138,0.9,0.133622
4139,0.37,0.52115
4140,0.45,0.555598
4141,0.04,0.571155
4142,0.87,0.293348
4143,0.55,0.978636
4144,0.1,0.95024
4145,0.47,0.897716
4146,0.91,0.400425
4147,0.25,0.882465
4148,0.78,0.409195
4149,0,0.254164
4150,0.42,0.107153
4151,0.44,0.065656
4152,0.58,0.218354
4153,0.12,0.749763
4154,0.92,0.177453
4155,0.23,0.732841
4156,0.57,0.79841
4157,0.76,0.801959
4158,0.93,0.410917
4159,0.96,0.705495
4160,0.56,0.169279
4161,0.84,0.54191
4162,0.95,0.602049
4163,0.08,0.400547
4164,0.37,0.014842
4165,0.25,0.853902
4166,0.94,0.827586
4167,0.4,0.125759
4168,0.65,0.907131
4169,0.76,0.312976
4170,0.77,0.487283
4171,0.56,0.279258
4172,0.65,0.513651
4173,0.07,0.443437
4174,0.95,0.914127
4175,0.55,0.250248
4176,0.71,0.237794
4177,0.48,0.016972
4178,0.22,0.35674
4179,0.87,0.951627
4180,0.11,0.460576
4181,0.93,0.824731
4182,0.02,0.906239
4183,0.26,0.002173
4184,0.94,0.468589
4185,0.01,0.986036
4186,0.94,0.812556
4187,0.76,0.426078
4188,0.42,0.495397
4189,0.64,0.686885
4190,0.96,0.750694
4191,0.3,0.56968
4192,0.67,0.738211
4193,0.89,0.34987
4194,0.01,0.25705
4195,0.9,0.966252
4196,0.72,0.60918
4197,0.46,0.160525
4198,0.93,0.280976
4199,0.92,0.677654
4200,0.53,0.630646
4201,0.99,0.053077
4202,0.13,0.558596
4203,0.84,0.070338
4204,0.76,0.731194
4205,0.93,0.530417
4206,0.6,0.616786
4207,0.85,0.783633
4208,0.89,0.900182
4209,0.02,0.050893
4210,0.24,0.427695
4211,0.58,0.08296
4212,0.24,0.156975
4213,0.51,0.044302
4214,0.44,0.820794
4215,0.97,0.485036
4216,0.65,0.060101
4217,0.09,0.742123
4218,0.27,0.330266
4219,0.94,0.314894
4220,0.38,0.114281
4221,0.2,0.961792
4222,0.1,0.838263
4223,0.64,0.183136
4224,0.35,0.491563
4225,0.94,0.758209
4226,0.24,0.883697
4227,0.31,0.620258
4228,0.53,0.598309
4229,0.7,0.982299
4230,0.32,0.176257
4231,0.11,0.782446
4232,0.53,0.515629
4233,0.97,0.977903
4234,0.47,0.605593
4235,0.09,0.869033
4236,0.92,0.67835
4237,0.27,0.762781
4238,0.02,0.606293
4239,0.78,0.270552
4240,0.78,0.191189
4241,0.71,0.85503
4242,0.32,0.37405
4243,0.21,0.033375
4244,0.69,0.887256
4245,0.43,0.959254
4246,0.28,0.433402
4247,0.14,0.313193
4248,0.66,0.791868
4249,0.5,0.129279
4250,0.14,0.135234
4251,0.47,0.769944
4252,0.98,0.101796
4253,0.01,0.545406
4254,0.99,0.658573
4255,0.67,0.876411
4256,0.15,0.406181
4257,0.59,0.721734
4258,0.2,0.071478
4259,0.27,0.839293
4260,0.9,0.697464
4261,0.02,0.988233
4262,0.29,0.559805
4263,0.9,0.090866
4264,0.67,0.239319
4265,0.3,0.716115
4266,0.06,0.781658
4267,0.48,0.239268
4268,0.64,0.079602
4269,0.9,0.719036
4270,0.14,0.174287
4271,0.97,0.242231
4272,0.9,0.996029
4273,0.71,0.852052
4274,0,0.389092
4275,0.17,0.313212
4276,0.51,0.538979
4277,0.92,0.887582
4278,0.11,0.898335
4279,0.87,0.152845
4280,0.79,0.52779
4281,0.29,0.929105
4282,0.14,0.094881
4283,0.89,0.866437
4284,0.66,0.199201
4285,0.36,0.718962
4286,0.26,0.622131
4287,0.64,0.426684
4288,0.18,0.200074
4289,0.43,0.562288
4290,0.45,0.517587
4291,0.91,0.839831
4292,0.44,0.0039
4293,0.13,0.786219
4294,0.3,0.575266
4295,0.31,0.460907
4296,0.03,0.042579
4297,0.3,0.76951
4298,0.32,0.661624
4299,0.45,0.427222
4300,0.21,0.33638
4301,0.39,0.507029
4302,0.94,0.809668
4303,0.07,0.736038
4304,0.3,0.258699
4305,0.04,0.447055
4306,0.19,0.546795
4307,0.17,0.539136
4308,0.35,0.983551
4309,0.21,0.211757
4310,0.65,0.498718
4311,0.07,0.437092
4312,0.3,0.993864
4313,0.44,0.991483
4314,0.28,0.384993
4315,0.51,0.473978
4316,0.35,0.731762
4317,0.61,0.92482
4318,0.47,0.261651
4319,0.45,0.94582
4320,0.34,0.333967
4321,0.66,0.280958
4322,0.07,0.814662
4323,0.94,0.564145
4324,0.11,0.963904
4325,0.88,0.849988
4326,0.97,0.233786
4327,0.61,0.783175
4328,0.73,0.285228
4329,0.19,0.014744
4330,0.34,0.744347
4331,0.52,0.608239
4332,0.64,0.172528
4333,0.6,0.506274
4334,0.16,0.625427
4335,0.41,0.0679
4336,0.4,0.98372
4337,0.29,0.956855
4338,0.04,0.024436
4339,0.67,0.305239
4340,0.57,0.151325
4341,0.63,0.559563
4342,0.43,0.191112
4343,0.82,0.796073
4344,0.58,0.36868
4345,0.23,0.287754
4346,0.97,0.468925
4347,0.28,0.658703
4348,0.67,0.254066
4349,0.82,0.824641
4350,0.99,0.089304
4351,0.12,0.878272
4352,0.62,0.044621
4353,0.21,0.063935
4354,0.01,0.960019
4355,0.71,0.052783
4356,0.78,0.517249
4357,0.74,0.184279
4358,0.75,0.91336
4359,0.33,0.991968
4360,0.24,0.425393
4361,0.2,0.108919
4362,0.41,0.397099
4363,0.36,0.924886
4364,0.41,0.502984
4365,0.68,0.318923
4366,0.03,0.77135
4367,0.45,0.965226
4368,0.57,0.907531
4369,0.55,0.897304
4370,0.14,0.768439
4371,0.01,0.098854
4372,0.5,0.15021
4373,0.1,0.434376
4374,0.62,0.558604
4375,0.99,0.916131
4376,0.69,0.220034
4377,0.32,0.975805
4378,0.44,0.645067
4379,0.7,0.93714
4380,0.63,0.461159
4381,0.88,0.631159
4382,0.79,0.458811
4383,0.23,0.392824
4384,0.17,0.969941
4385,0.79,0.985573
4386,0.94,0.764044
4387,0.44,0.625837
4388,0.37,0.914003
4389,0.56,0.262103
4390,0.13,0.360586
4391,0.93,0.214248
4392,0.41,0.532619
4393,0.57,0.021685
4394,0.95,0.806821
4395,0.62,0.893606
4396,0.39,0.953849
4397,0.56,0.639315
4398,0.98,0.891815
4399,0.43,0.462454
4400,0.77,0.165992
4401,0.21,0.032353
4402,0.99,0.974391
4403,0.43,0.917636
4404,0.22,0.78679
4405,0.44,0.642768
4406,0.87,0.786667
4407,0,0.957486
4408,0.64,0.894907
4409,0.98,0.788945
4410,0.33,0.678127
4411,0.93,0.879724
4412,0.34,0.301765
4413,0.91,0.277937
4414,0.96,0.664417
4415,0.49,0.969217
4416,0.65,0.341631
4417,0.41,0.160158
4418,0.2,0.318395
4419,0.37,0.296693
4420,0.25,0.448363
4421,0.65,0.12162
4422,0.24,0.002992
4423,0.87,0.445941
4424,0.51,0.514276
4425,0.05,0.698568
4426,0.65,0.687106
4427,0.41,0.78297
4428,0.22,0.121044
4429,0.31,0.874938
4430,0.02,0.478209
4431,0.44,0.445604
4432,0.16,0.479302
4433,0.08,0.401148
4434,0.78,0.811884
4435,0.68,0.22144
4436,0.07,0.160622
4437,0.34,0.372009
4438,0.91,0.781655
4439,0.79,0.753796
4440,0.37,0.394802
4441,0.26,0.470722
4442,0.74,0.012891
4443,0.99,0.82576
4444,0.88,0.157183
4445,0.22,0.108472
4446,0.98,0.046907
4447,0.75,0.347642
4448,0.72,0.06565
4449,0.58,0.214077
4450,0.96,0.380251
4451,0.78,0.655614
4452,0.47,0.391432
4453,0.99,0.919766
4454,0.65,0.489486
4455,0.49,0.739788
4456,0.39,0.13665
4457,0.31,0.365783
4458,0.43,0.175141
4459,0.76,0.290422
4460,0.53,0.867271
4461,0.27,0.48497
4462,0.1,0.701195
4463,0.43,0.226251
4464,0.31,0.076829
4465,0.47,0.442092
4466,0.22,0.454812
4467,0.13,0.37774
4468,0.55,0.293762
4469,0.84,0.710927
4470,0.14,0.867643
4471,0.9,0.230114
4472,0.64,0.713
4473,0.83,0.415316
4474,0.9,0.38644
4475,0.85,0.343198
4476,0.88,0.668877
4477,0.77,0.56935
4478,0.81,0.245631
4479,0.29,0.950022
4480,0.49,0.242944
4481,0.11,0.464958
4482,0.64,0.308592
4483,0.76,0.633617
4484,0.57,0.818714
4485,0.41,0.63164
4486,0.82,0.192171
4487,0.26,0.542348
4488,0.66,0.386791
4489,0.83,0.205538
4490,0.39,0.105733
4491,0.7,0.953361
4492,0.36,0.935156
4493,0.44,0.677206
4494,0.09,0.793139
4495,0.14,0.244775
4496,0.53,0.50464
4497,0.77,0.081124
4498,0.42,0.477086
4499,0.6,0.302055
4500,0.47,0.140104
4501,0.21,0.869028
4502,0.34,0.173245
4503,0.43,0.984168
4504,0.85,0.743349
4505,0.39,0.257511
4506,0.51,0.780688
4507,0.08,0.293764
4508,0.96,0.135409
4509,0.84,0.081949
4510,0.13,0.193261
4511,0,0.791494
4512,0.9,0.499577
4513,0.61,0.263555
4514,0.71,0.905825
4515,0.32,0.083815
4516,0.17,0.711596
4517,0.6,0.565039
4518,0.66,0.687447
4519,0.96,0.204246
4520,0.16,0.379391
4521,0.62,0.737723
4522,0.4,0.038106
4523,0.39,0.743194
4524,0.53,0.327955
4525,0.59,0.7702
4526,0.34,0.169778
4527,0.94,0.269397
4528,0.89,0.238355
4529,0.55,0.666141
4530,0.22,0.183371
4531,0.53,0.941346
4532,0.83,0.910559
4533,0.66,0.354373
4534,0.84,0.775966
4535,0.23,0.706679
4536,0.33,0.564534
4537,0.16,0.956413
4538,0.99,0.700297
4539,0.92,0.464898
4540,0.45,0.229484
4541,0.37,0.961628
4542,0.59,0.685633
4543,0.25,0.190622
4544,0.69,0.464752
4545,0.21,0.220629
4546,0.59,0.912932
4547,0.08,0.231462
4548,0.01,0.207892
4549,0.74,0.839947
4550,0.4,0.476887
4551,0.1,0.862477
4552,0.52,0.282992
4553,0.5,0.308058
4554,0.63,0.353032
4555,0.93,0.270012
4556,0.27,0.403374
4557,0.88,0.27501
4558,0.78,0.020395
4559,0.66,0.864804
4560,0.47,0.485668
4561,0.08,0.890713
4562,0.92,0.711474
4563,0.12,0.226642
4564,0.31,0.723221
4565,0.59,0.862911
4566,0.55,0.803941
4567,0.39,0.12736
4568,0.67,0.108518
4569,0.15,0.693244
4570,0.09,0.386623
4571,0.56,0.339272
4572,0.32,0.684964
4573,0.63,0.252871
4574,0.02,0.620349
4575,0.56,0.596092
4576,0.99,0.221823
4577,0.82,0.316852
4578,0.36,0.620062
4579,0.58,0.993127
4580,0.18,0.569891
4581,0.47,0.960463
4582,0.64,0.281851
4583,0.55,0.462731
4584,0.81,0.134523
4585,0.73,0.492552
4586,0.01,0.135692
4587,0.75,0.244487
4588,0.78,0.437794
4589,0.77,0.094209
4590,0.97,0.921148
4591,0,0.585828
4592,0.25,0.530351
4593,0.53,0.974071
4594,0.25,0.349819
4595,0.52,0.856787
4596,0.44,0.777206
4597,0.76,0.701345
4598,0.35,0.697267
4599,0.21,0.666603
4600,0.11,0.226151
4601,0.84,0.993579
4602,0.82,0.284801
4603,0.45,0.913191
4604,0.86,0.326916
4605,0.77,0.479435
4606,0.43,0.196912
4607,0.71,0.153674
4608,0.09,0.80039
4609,0.76,0.68726
4610,0.23,0.366234
4611,0.45,0.877764
4612,0.96,0.977338
4613,0.42,0.257458
4614,0.09,0.336321
4615,0.78,0.258913
4616,0.07,0.478766
4617,0.44,0.86651
4618,0.19,0.882649
4619,0.68,0.721057
4620,0.83,0.261177
4621,0.68,0.408956
4622,0.35,0.805153
4623,0.59,0.967414
4624,0.13,0.773232
4625,0.14,0.288442
4626,0.41,0.823811
4627,0.95,0.344013
4628,0.69,0.322325
4629,0.03,0.65607
4630,0.79,0.833485
4631,0.55,0.469095
4632,0.09,0.123289
4633,0.14,0.675889
4634,0.82,0.217042
4635,0.68,0.834989
4636,0.68,0.155686
4637,0.31,0.786212
4638,0.47,0.841119
4639,0.17,0.886014
4640,0.58,0.457116
4641,0.96,0.946609
4642,0.56,0.53683
4643,0.04,0.608162
4644,0.03,0.825647
4645,0.14,0.01532
4646,0.16,0.363722
4647,0.42,0.968634
4648,0.83,0.011008
4649,0.6,0.69306
4650,0.29,0.067411
4651,0.04,0.948283
4652,0.62,0.805867
4653,0.86,0.536458
4654,0.64,0.09971
4655,0.64,0.019371
4656,0.33,0.21861
4657,0.93,0.536176
4658,0.23,0.713115
4659,0.87,0.674388
4660,0.43,0.814138
4661,0.89,0.64253
4662,0.11,0.949362
4663,0.23,0.247372
4664,0.21,0.180302
4665,0.44,0.450791
4666,0.32,0.371862
4667,0.55,0.42764
4668,0.64,0.349012
4669,0.66,0.832575
4670,0.39,0.972187
4671,0.73,0.873968
4672,0.9,0.076375
4673,0.54,0.236326
4674,0.89,0.83262
4675,0.6,0.789145
4676,0.77,0.556887
4677,0.81,0.397977
4678,0.04,0.143406
4679,0.46,0.537834
4680,0.78,0.825946
4681,0.29,0.29555
4682,0.19,0.158533
4683,0.94,0.030715
4684,0.33,0.683812
4685,0.21,0.674899
4686,1,0.752897
4687,0.23,0.129206
4688,0.8,0.12143
4689,0.56,0.311211
4690,0.54,0.116018
4691,0.28,0.922892
4692,0.89,0.842631
4693,0.73,0.00663
4694,0.83,0.88061
4695,0.35,0.184136
4696,0.62,0.162476
4697,0.21,0.564683
4698,0.37,0.492157
4699,0.73,0.910868
4700,0.76,0.385029
4701,0.11,0.086705
4702,0.05,0.646174
4703,0.05,0.31136
4704,0.14,0.822372
4705,0.52,0.276045
4706,0.06,0.690772
4707,0.49,0.647086
4708,0.33,0.305289
4709,0.95,0.364999
4710,0.14,0.081343
4711,0.58,0.04282
4712,0.7,0.189798
4713,0.37,0.694011
4714,0.67,0.308109
4715,0.57,0.509486
4716,0.54,0.395462
4717,0.76,0.193329
4718,0.34,0.428727
4719,0.92,0.58061
4720,0.22,0.136723
4721,0.56,0.430078
4722,0.23,0.752237
4723,0.12,0.844779
4724,0.25,0.434455
4725,0.41,0.178697
4726,0.02,0.924759
4727,0.26,0.650856
4728,0.5,0.680233
4729,0.7,0.163947
4730,0.6,0.654068
4731,0.72,0.294795
4732,0.38,0.202364
4733,0.94,0.840397
4734,0.87,0.624481
4735,0.3,0.985629
4736,0.11,0.831813
4737,0.26,0.160744
4738,0.71,0.425302
4739,0.11,0.039013
4740,0.86,0.170146
4741,0.14,0.963193
4742,0.25,0.430846
4743,0.44,0.394485
4744,0.11,0.177593
4745,0.55,0.010832
4746,0.51,0.815701
4747,0.15,0.852545
4748,0.79,0.830013
4749,0.62,0.927248
4750,0.69,0.31205
4751,0.77,0.482659
