hour,nl,de,uk
6594,26358,20587.5,26572
6595,27231,20916.5,27051
6596,28370.5,20831.5,27264.5
6597,26947,21465.5,26611
6598,25478.5,22944,25899
6599,24607.5,23890.5,24966
6600,22571,24153.5,24878.5
6601,20989.5,24440,24258.5
6602,20065.5,24163,24395
6603,19456.5,23587,24914.5
6604,19784,23361.5,24737
6605,20298.5,23336,23516
6606,20502.5,23457.5,23340
6607,20669,23924.5,23363.5
6608,21003,24643,21978
6609,21861.5,25042,20841
6610,22705.5,25424.5,20217.5
6611,23417,24750,20053
6612,24360,24246,19740.5
6613,24166,22404,19609
6614,23181,20580,19202.5
6615,22554.5,19376,19316.5
6616,22166,19039.5,20199.5
6617,22326.5,19142.5,21455
6618,23217.5,19325.5,22333.5
6619,24826,19287.5,23169.5
6620,26966.5,19010.5,24037
6621,26473.5,19046.5,23683.5
6622,25237,20453,22919.5
6623,24284.5,21454,22181.5
6624,22348,22213,21754.5
6625,20996.5,23063,21660.5
6626,20986.5,22317,22433.5
6627,20869,21152,23264
6628,21142.5,20613.5,23482.5
6629,21593.5,20243,23299
6630,23246,20126.5,23321
6631,27853,20848,23802.5
6632,30718.5,21969,22323
6633,32045,22553,21203
6634,32176,23233,21144
6635,32551,23114,20859.5
6636,33073,22945,20975
6637,32671,21309.5,21412.5
6638,32370.5,19971,22296
6639,31968.5,19465,25918.5
6640,31621,19248.5,29504
6641,30801,19095.5,30910.5
6642,30882.5,19475,31081.5
6643,31696,19463,31717.5
6644,33476,19139,32731.5
6645,32125,19423,32654
6646,30087,20521.5,32385.5
6647,27863,21811.5,31662.5
6648,25482.5,22581,31399.5
6649,23916.5,23146,30694.5
6650,23477,22828.5,30404
6651,23010,22021,30364
6652,23157.5,21158.5,29900
6653,23565,20631,28836
6654,24756.5,20399.5,28019.5
6655,28875,21200.5,27170
6656,31949,22288,25134
6657,32701,23022,23477
6658,32766,24274.5,22391.5
6659,33420,24211,22188
6660,33952,23997,22655
6661,33531.5,22290,23064.5
6662,33356.5,20893.5,23773.5
6663,32811.5,20550.5,26883
6664,32324,20792.5,29671.5
6665,31641,21059,31039
6666,31664.5,21920,31451.5
6667,32093,23347,31991.5
6668,33584.5,26537,32671.5
6669,31954,29164.5,32330
6670,29827,30533,31793
6671,27866,30513.5,30962.5
6672,25289.5,30481,30384
6673,23923,30624.5,29789
6674,23468.5,29943,29892
6675,22716.5,29374.5,29891
6676,22968,28711,29496.5
6677,23421,28230,28546.5
6678,24823.5,27660,27624
6679,29074.5,28025.5,27157
6680,32091.5,28826,25110.5
6681,32736.5,29472,23701.5
6682,32569,30385.5,23019.5
6683,32895.5,29572.5,22773
6684,33405,28072,22790
6685,32945,25866.5,23225.5
6686,32763.5,24290.5,23880
6687,32211.5,23627,26916
6688,31833,23076.5,29723.5
6689,31081,23126,30840.5
6690,31226,23696.5,30846.5
6691,32004.5,24610,31322
6692,33589,27724,32056.5
6693,31901.5,29987.5,31653
6694,29737.5,30946.5,31170.5
6695,27638.5,30779.5,30577
6696,25288.5,30552,29987
6697,23875,30663.5,29572
6698,23480.5,30182,29627.5
6699,23031.5,29556.5,29675.5
6700,23101,28922,28944.5
6701,23569.5,28791.5,26783
6702,24948,28640.5,25816.5
6703,28993,28807,25747
6704,32205.5,29351,24694.5
6705,32963.5,30078.5,23240
6706,32996.5,31157.5,22750.5
6707,33410.5,30015.5,22402
6708,33992,27958.5,22432.5
6709,33557,25530.5,22807.5
6710,32927,23504.5,23353.5
6711,32364.5,23172,26789.5
6712,32026,22949,29656.5
6713,31322.5,23087,30805.5
6714,31612.5,23739,31092
6715,32267,24998,31722.5
6716,33448.5,27843,32220.5
6717,31690,30042,31607.5
6718,29599.5,31172,31091.5
6719,27653,31254,30702.5
6720,25112,31701.5,30313
6721,23815.5,31886,30055
6722,23451,31367,30153.5
6723,23143,30922,30228
6724,23339,30327,30184.5
6725,23940.5,30090.5,29209
6726,25445,29675,28271
6727,29383.5,29687.5,27695
6728,32395,30270,25748.5
6729,33229.5,30779,24318
6730,33360,31218,23668.5
6731,33811.5,30135,23092.5
6732,34348.5,28461.5,23040.5
6733,33800.5,26071.5,23451
6734,32959,24402.5,24063
6735,31756.5,23502,27247
6736,30943,23584,30109
6737,30200,23740,31276.5
6738,30355,24377.5,31642
6739,31038,25325,32317
6740,32791.5,27856,32807
6741,31273.5,30470,32319
6742,29385.5,31671,31656.5
6743,27830,31849.5,31031.5
6744,25497,32119,30543
6745,23555,32307.5,30327
6746,22529.5,31601.5,30366
6747,21831.5,30726.5,30211.5
6748,22050.5,30040,29795.5
6749,22275.5,29596,28586.5
6750,22696.5,29265.5,27484
6751,23179.5,29402,27038
6752,24437,29672.5,25151
6753,25764,29842,23695
6754,26908,29830,22697
6755,27569.5,29021.5,22149.5
6756,27796.5,27578,21756.5
6757,27179,25431,21903.5
6758,26050.5,23516,21637.5
6759,25438.5,22681.5,22764
6760,25082,22142,24005.5
6761,24829,22490,25225.5
6762,25390,22863.5,26411.5
6763,26567.5,22762,27118.5
6764,28375,22290.5,27245
6765,27034,23027.5,26376.5
6766,25304,24781,25219
6767,24229,26001,24406
6768,22263,26312.5,24062
6769,20645.5,26708.5,24158
6770,19917,26008,24616.5
6771,19864.5,25190.5,25435
6772,20303.5,24677,25502
6773,20429.5,24550.5,24556
6774,20521.5,24362,24105.5
6775,20417,25050.5,23986
6776,20561,25662,22779
6777,21497,25905,21150.5
6778,22416.5,25802.5,20511
6779,23349.5,25173,20308.5
6780,24348,24608,20208
6781,23811,22808.5,20181
6782,22586.5,21375,19668.5
6783,21584,20560,20029
6784,21192.5,20369,20816
6785,21309.5,20701,21640.5
6786,22542.5,21097,22486
6787,24431.5,21009,23283
6788,26584.5,20428,23983.5
6789,25591,20382,23325
6790,24627,21345,22559.5
6791,24098,22440,22198
6792,22268,23640.5,22033
6793,21150,24834.5,22169
6794,20890.5,24405.5,22848
6795,21111,23347.5,23864
6796,21334.5,22518,24332
6797,22230.5,22105,24280
6798,23524,21945,24259
6799,27734.5,22779.5,24686
6800,30937,23866.5,23535
6801,32001.5,24535,22069
6802,32070,25439.5,21601.5
6803,32236.5,25579,21916
6804,32510,25489.5,21835
6805,32091,23783,22193.5
6806,31532.5,22626.5,23094.5
6807,30877.5,22162.5,26804.5
6808,30601,21964.5,29774
6809,30064.5,22429.5,31554.5
6810,30476.5,23306.5,32176.5
6811,31524,24721.5,32805.5
6812,33331,28421.5,33465.5
6813,31619,31253.5,33088.5
6814,29710,32518,32797.5
6815,27846.5,32776,32295
6816,25520,33264.5,31515.5
6817,23919.5,33601,31261
6818,23449.5,32985,31202
6819,23252,32451.5,30900
6820,23537.5,31899.5,30479
6821,24361,31698,29335
6822,25644,31079.5,28630
6823,28812,30943,27774
6824,31804,30895,25770
6825,32540,30970,24416
6826,32705,31345,24136.5
6827,33026.5,30617.5,23311
6828,33489.5,28986,23147.5
6829,32979.5,26507,23378.5
6830,32467,24746.5,24000
6831,31838.5,23521,27226.5
6832,31318,23224.5,29842
6833,30866,23596.5,31188
6834,31164.5,24366,31699.5
6835,32213.5,25751,32507
6836,33728.5,28949.5,33013.5
6837,31943.5,31515,32470.5
6838,30129,32422,32108.5
6839,28346,32407,31575
6840,25869.5,32508,31295.5
6841,24664,32796.5,30779
6842,24005.5,32647,30473
6843,23705,32343.5,30195.5
6844,24156.5,31676,30000
6845,24894.5,31397,29001.5
6846,26183.5,30673.5,28120.5
6847,29523,30681.5,27432
6848,31956.5,30907,25352
6849,32795.5,31129.5,23924.5
6850,32948,31481.5,23016
6851,33339.5,30573.5,22729
6852,33761.5,28826,22916.5
6853,33213,26054.5,23406.5
6854,32612.5,24223.5,24115.5
6855,31882.5,23537.5,27306
6856,31247.5,23193.5,29980
6857,30710,23563,31450.5
6858,31014.5,24132,31848.5
6859,32110.5,25372,32547.5
6860,33770,28971.5,33146.5
6861,31932,31424.5,32874.5
6862,30192,32336,32506
6863,28603.5,32337.5,31895
6864,26169.5,32572,31436
6865,24693,33062.5,30540
6866,24301.5,32899,30418.5
6867,23974,32643.5,30964.5
6868,24190.5,32080.5,30819.5
6869,24924,31641.5,29806
6870,25920,30875.5,29054
6871,29225.5,30927,28117
6872,32063,31134,26209
6873,33053,31433,24874
6874,33306.5,31556,23997.5
6875,33807.5,30558.5,23559.5
6876,34302,28807.5,23506
6877,33921.5,26394.5,23799.5
6878,33379,24249,24652
6879,32693,23350,27441
6880,32223,23212.5,30323.5
6881,31549,23507.5,31469
6882,31887.5,23954,31921.5
6883,32998,25213.5,32657
6884,33828,28847.5,33432
6885,31997.5,31237.5,32837.5
6886,30230,32064,32236
6887,28730.5,32029,31497.5
6888,26330,32328.5,31021.5
6889,24766.5,32803,30492.5
6890,24007,32546,29970
6891,23866.5,32191.5,29510
6892,24116,31585,29575.5
6893,24838.5,31060,28825
6894,26010,30408,27805
6895,29119.5,30483,27242.5
6896,32140.5,30889.5,25079.5
6897,33212.5,30990,23382
6898,33607.5,31186.5,22763
6899,34180.5,30355.5,22259
6900,34633,28468,22559.5
6901,34291,25658,23102.5
6902,33542,23757,23757.5
6903,32583.5,23085.5,26575
6904,32060.5,23111,28980
6905,31492.5,23403,30012.5
6906,31602.5,24249.5,29909
6907,32527,25651.5,30507.5
6908,32891,28670,32073
6909,30462.5,31049.5,31408.5
6910,28750,32216,30566.5
6911,27738,32406.5,29811
6912,25658,32592,29429
6913,23780,32463.5,29254
6914,22604,31667,29457.5
6915,22083.5,30768,29331
6916,22182.5,30196.5,29077.5
6917,22628,29484.5,27871
6918,22585,29017,26856.5
6919,22845.5,29351,26512.5
6920,24422,29647,24542.5
6921,26325,29647,22879.5
6922,28052,29644.5,21947.5
6923,29250,29169.5,21196.5
6924,29859.5,28149.5,21422
6925,29344,25851,21928
6926,28340,23777,21851
6927,27543.5,22700,22215.5
6928,27201,22496,23049
6929,26877.5,23002,24300.5
6930,27448,23220,25519.5
6931,28741.5,23038.5,26560
6932,28962.5,22265,27128
6933,27047.5,23078,26550.5
6934,25544.5,24628.5,25660
6935,25013.5,25303.5,24731.5
6936,23666,25325.5,24121
6937,22007.5,25158.5,24251.5
6938,21048.5,24522.5,24456
6939,20528.5,23655,24330
6940,20771,23128,24078.5
6941,21029,22832,22921.5
6942,20931,22685.5,22219
6943,20598.5,23399.5,22279
6944,20874.5,24528.5,20926
6945,21929,24889,19537.5
6946,23606,25052.5,18860
6947,25133.5,24964,18536.5
6948,26558.5,24440,18788.5
6949,26380.5,22678,18751.5
6950,25281,21082,18271
6951,24538,19910.5,18563.5
6952,23918.5,19273.5,19360
6953,23544,19663.5,20032.5
6954,24185.5,20229.5,20583
6955,26075.5,20382.5,21342
6956,27216,19730,22267
6957,26058.5,19906,21872.5
6958,25456,20637,20765
6959,25483,21333,20151.5
6960,23870,22010,19752.5
6961,22615.5,22808.5,19739.5
6962,21869,21975.5,20590.5
6963,22021.5,20640,21379
6964,22296,19737.5,21848.5
6965,23008,19474,21845
6966,24361.5,19572.5,21962.5
6967,28004,20810.5,22553.5
6968,31324.5,22486,21078.5
6969,32588.5,23465,19948.5
6970,33020.5,24361.5,19175.5
6971,33520,24837.5,19249
6972,34000.5,24427.5,19670
6973,33659.5,22493,20236
6974,33271.5,20968.5,21134.5
6975,32544,20125.5,24562.5
6976,32133,20380.5,27610
6977,31261.5,20951.5,29147
6978,31354.5,21891.5,29633
6979,32740.5,23675.5,30725
6980,33691.5,27456.5,31512.5
6981,31831,29957,31057.5
6982,30164,30631.5,30441.5
6983,28798.5,30385.5,29874
6984,26510.5,30442,29456.5
6985,25108,30574.5,29357.5
6986,24795,30220.5,29533
6987,24349.5,29918.5,29316
6988,24575,29378,29074.5
6989,25306.5,28926,27990.5
6990,26494.5,28357,27310
6991,29473,28551,26672.5
6992,32536.5,29309,24429
6993,33690,29675.5,22977
6994,33878.5,29807.5,22394
6995,34475.5,29398.5,22295.5
6996,34843,27398.5,22256
6997,34553.5,24591.5,22699.5
6998,34307.5,23101,23502.5
6999,33724,22414,26333.5
7000,33266,22293.5,28835
7001,32455,22826,30189.5
7002,32354,23424.5,30685
7003,33319.5,24818.5,31249
7004,33869,27872,31782.5
7005,31877,30288,31437
7006,30273.5,31036.5,31052.5
7007,28804.5,30585.5,30566
7008,26769,30986,29990
7009,25130,31467.5,29619
7010,24705,31212.5,29939
7011,24558.5,31027.5,29947.5
7012,24372.5,30476,29764.5
7013,24881,30313.5,28675.5
7014,26040.5,29673,27944.5
7015,29060.5,29772.5,27232.5
7016,32292.5,30461,24994.5
7017,33414.5,30620,23315
7018,33700.5,30253,22711.5
7019,34297,29673.5,22659
7020,34794.5,27750,22558
7021,34509,25469.5,23078.5
7022,34281,23587,23784
7023,33766.5,23008,26672.5
7024,32968.5,23058,29319.5
7025,32205.5,23514,30595.5
7026,32439,24036,30951.5
7027,33992,25073.5,31647
7028,34735.5,28366.5,32242
7029,33457.5,30824,31899.5
7030,32219,31989,31684.5
7031,31119.5,31966,31209.5
7032,29013.5,32005,31037.5
7033,27701,32468,30763
7034,27046.5,32243.5,30890.5
7035,26607.5,32080,30836.5
7036,26505.5,31534,30278
7037,26363,31241,28832
7038,26682.5,30881.5,28258
7039,29831,30998,27300
7040,32933.5,31246,25138.5
7041,33661.5,30823.5,23739.5
7042,33744,30410,23008.5
7043,34321.5,30114.5,23097.5
7044,34900.5,28410,23192.5
7045,34671.5,25745,23692
7046,34144.5,24125,24465.5
7047,33164,23122.5,27173
7048,32614.5,23089.5,29833.5
7049,31958,23438,31225
7050,32221,24145.5,31618
7051,33841,25346.5,32325
7052,35453.5,28165.5,32916.5
7053,33999,30284,32653.5
7054,32702,31062,32362.5
7055,31355,30915.5,31927
7056,29302.5,31020,31404
7057,27969.5,31336,30977
7058,27533.5,30739.5,30869.5
7059,27114.5,30170,30550
7060,27093.5,29686,29928.5
7061,27278.5,29311.5,28747.5
7062,28271,28656.5,27891
7063,30911,28932.5,26702
7064,33572.5,29651,24517.5
7065,34334.5,30049.5,23132
7066,34356.5,29744.5,22378.5
7067,34643,29511.5,22402.5
7068,34917.5,27791,22510.5
7069,34573,25291.5,22949
7070,33844.5,23479,23759.5
7071,33083,22549.5,26503
7072,32411.5,22400,29281
7073,31709.5,22673.5,30981.5
7074,31793,23501,31553
7075,32983.5,25135,31966
7076,33257.5,27746,32465
7077,31375.5,29935.5,31938.5
7078,29776.5,30569,31325
7079,28821.5,30160.5,30504.5
7080,26834,29847,29974
7081,25028,29968,29719
7082,24185,29202.5,29498.5
7083,23553.5,28315.5,29081.5
7084,23254.5,27572.5,28417.5
7085,23244,27136.5,26984.5
7086,23339,26966.5,26118.5
7087,23496,27481.5,25078
7088,24794,28069,23071
7089,26566,28370,21497.5
7090,27770.5,28247,20842
7091,28592,28242.5,20421.5
7092,29064,26779,20424
7093,28600.5,24447.5,20730.5
7094,27635,22376,21078
7095,26930.5,21548.5,22039
7096,26605,21241.5,23366.5
7097,26537.5,21190,24966.5
7098,27478,21379.5,26648.5
7099,29420.5,21517,27810
7100,29467.5,21596,28278.5
7101,27568.5,22578.5,27543
7102,26612,23979,26608
7103,25980.5,24703,25594
7104,24281,24765,25054
7105,22737,24626.5,24820.5
7106,21935.5,23809.5,24789.5
7107,22049,22612.5,24864
7108,21968,21661,24406.5
7109,22296,21489.5,23391
7110,22343,21472,22869
7111,22333,22345,22697.5
7112,23077,23505.5,21218
7113,24196,24007,20370
7114,25537.5,24112,19568
7115,27176,24467.5,18944
7116,28522.5,23714,19118.5
7117,28667,21794.5,19197.5
7118,27647,20453,18881.5
7119,26560.5,19510,18965
7120,25958.5,19029.5,19323
7121,25713,19283,20315
7122,26006,19455.5,21121.5
7123,27728,19627,22109
7124,28384,19123,23010.5
7125,27128.5,19278,22333
7126,26320.5,20039.5,21701
7127,26149,21072,21393.5
7128,24392.5,21223.5,21206
7129,23380.5,21864,21165
7130,22728.5,21315.5,21571.5
7131,22892,20056.5,22252
7132,23372.5,19225.5,22475.5
7133,23774.5,19463,22250.5
7134,24860,19782.5,22347.5
7135,28978.5,20943,22472
7136,32465,22368,20844
7137,33430,23117.5,19836.5
7138,33633.5,23838,19612.5
7139,33809.5,24598.5,19609.5
7140,34120,24117.5,19805.5
7141,33783.5,22288.5,20377
7142,33706.5,21154,21446.5
7143,33262.5,20283.5,24523
7144,32766,20290,27861.5
7145,31870,20551,29677.5
7146,31989,21117.5,30580.5
7147,33645.5,22841,31411.5
7148,34410.5,26399.5,32248.5
7149,32706,29587,32136
7150,31174.5,31114.5,31584.5
7151,29806,31682,31015
7152,27677,32232,30568
7153,26247,32710.5,29844
7154,25818.5,32117.5,29667
7155,25387,31721,29597.5
7156,25570,31257,28850.5
7157,25932.5,30680,27400
7158,26937.5,30060.5,26648.5
7159,30400.5,30166.5,25451
7160,33778,30094.5,23230
7161,34179.5,30318,21785.5
7162,33513.5,29798,21184.5
7163,33381.5,29496.5,21112.5
7164,33781,27577,21059
7165,33443,25104,21526
7166,33236.5,23698.5,22450
7167,32665,23049,25288
7168,32267.5,22704,28236
7169,31742.5,22863,29798.5
7170,31912.5,23548.5,30651
7171,33988.5,25094,31416.5
7172,34284.5,27770.5,32063.5
7173,32546.5,30179.5,31601
7174,30949.5,31236,31160.5
7175,29505,30923.5,30514
7176,27259,30850,29894.5
7177,25713,31115,29131
7178,25133.5,30981,28994.5
7179,24857,30869,28935
7180,25116.5,30356.5,28773.5
7181,25651.5,30029.5,27762
7182,26752,29059,27251
7183,30367.5,29063,26107.5
7184,33359,29382,23713
7185,34136,29660.5,22127
7186,33930,29532.5,21633.5
7187,34208,29344,21621.5
7188,34489,27291.5,21665.5
7189,34089.5,24588,22245
7190,33786.5,23242.5,23018.5
7191,33274.5,22545.5,25897
7192,32830,22366.5,28782.5
7193,32200.5,22401,30707
7194,32611.5,23238.5,31550.5
7195,34340,25057,32366.5
7196,34418,27678.5,33205
7197,32472.5,30056.5,32850
7198,30796.5,30831.5,32307
7199,29256.5,30427,31507
7200,27062.5,30496,30589.5
7201,25552,30716.5,29788
7202,24930,30238,29533
7203,24499,29900.5,29452.5
7204,24533.5,29328,29001
7205,25026,28930.5,27762.5
7206,26076.5,28571,26775.5
7207,29835,28811.5,25576.5
7208,33165.5,29361,23349
7209,34059.5,29703.5,22192.5
7210,33782.5,29478.5,21518.5
7211,34080.5,28898,21534
7212,34470,27045,21521.5
7213,34006,24509,21954
7214,33587,22895,22784.5
7215,32954.5,22205.5,25539.5
7216,32599.5,21742.5,28306
7217,32012,21864,30322.5
7218,32351.5,22440,31237
7219,34084,24089,31745.5
7220,34185.5,27108.5,32131
7221,32551,29584.5,31547.5
7222,30869.5,30318,31023.5
7223,29364,30098.5,30412.5
7224,26956.5,30187.5,30057
7225,25564.5,30525,29517
7226,24946.5,30139,29444
7227,24643,29816,29155.5
7228,24749.5,29432.5,28842.5
7229,25460.5,29270.5,27786
7230,26500,29019.5,27266.5
7231,29848,29321.5,25949
7232,33253.5,29826,23767
7233,33810,29928,21968.5
7234,33216.5,29724.5,21474.5
7235,33148,29512.5,21341
7236,33178,27451.5,21330.5
7237,32571,24705,21613.5
7238,31935,22901,22341.5
7239,31294.5,22476,25021.5
7240,30664.5,22105.5,27819
7241,30343.5,22149,29495
7242,30955,22762,29973
7243,33252,24452,30499
7244,33467.5,27701.5,31119
7245,31416.5,30105.5,30631
7246,29617,31255.5,29664
7247,28545,31993.5,28791.5
7248,26454,32707.5,28189
7249,24662,33311,27778
7250,24132,32145.5,27638.5
7251,23741,31181,27411
7252,23584.5,30332.5,26969
7253,23697.5,29849,25875
7254,23511,29450.5,25499
7255,23603,29614.5,24497.5
7256,25178.5,29296.5,22609.5
7257,26572,28703.5,21045
7258,27625.5,27729,20182
7259,28328.5,27005.5,19789.5
7260,28551.5,25382,19584.5
7261,28136.5,23160.5,19785
7262,27300.5,21235,19922.5
7263,26591,20158.5,20627
7264,26226,19697.5,21754.5
7265,26157.5,19398.5,23114.5
7266,27064.5,19488,24432
7267,29032,19276,25172.5
7268,28907,18480,25397.5
7269,27042,19220.5,25036
7270,25626,20374,24247
7271,25224.5,21407,23694.5
7272,23342,22197,23108.5
7273,21834,23310.5,22977
7274,20963.5,23036.5,23464
7275,20514.5,22162,23906.5
7276,20849,21639,23797.5
7277,20874,21202.5,22750.5
7278,20681,21372.5,22498.5
7279,20612.5,21736,22052
7280,21690.5,22320.5,20877
7281,23040,22344,19026.5
7282,24064,22032,18414.5
7283,24914,22469.5,18034.5
7284,25917,21831,18127.5
7285,25363.5,20112.5,18178.5
7286,24184,18687.5,18170.5
7287,23556.5,17772,18350.5
7288,23528,17364,18706.5
7289,23920.5,17580,19641.5
7290,26462.5,17854,20652.5
7291,27029.5,18123,21747
7292,26187,18060,22697
7293,24815.5,19187.5,22096
7294,24146.5,20525,21308.5
7295,23843.5,21712.5,20956
7296,21938,22592,20569
7297,20904,23998.5,20649.5
7298,20517.5,23573.5,21274
7299,20766,22525,22116.5
7300,21105,21832,22390
7301,21713,21691,22239.5
7302,21819,21953,22668
7303,23094.5,22783.5,22371
7304,24514,23622,20625
7305,25487,23855,19674.5
7306,26054,23893,19443
7307,26363,24123.5,19438.5
7308,27078.5,23558.5,19397.5
7309,26780,21666,19947
7310,26327,20437,21193.5
7311,25973,20257.5,24178
7312,26011.5,19923.5,27415.5
7313,26823,20310.5,29280
7314,29421.5,21243.5,30194.5
7315,30156,22801.5,31195.5
7316,29500,26403.5,32090.5
7317,27989,29680.5,31785
7318,26732.5,31449,31205
7319,25938,31779.5,30307.5
7320,23961,32402.5,29866
7321,22550.5,33216.5,29117.5
7322,22108.5,33066.5,28866
7323,21918,32773.5,28797
7324,22314,32175,28424
7325,23110,31781,27179.5
7326,24512.5,30903,26510
7327,28914.5,30909,24966.5
7328,32170,30758,22799
7329,33297,30625.5,21439
7330,33646,29913,21213.5
7331,34235,29208,20848
7332,34933,27286.5,20794
7333,34594.5,24605,21400
7334,34271,23082,22178.5
7335,33821,22583.5,24811.5
7336,33765.5,22220,27555
7337,33767,22489.5,29295
7338,35497,23463,30199
7339,35539.5,24548.5,30496.5
7340,34559,27658.5,31315
7341,32581,30598.5,31117.5
7342,30790,32106.5,30359.5
7343,29111,32203.5,29639.5
7344,26563,32971.5,29205
7345,24411,33503.5,28635
7346,24232,33007,28535.5
7347,24126,32233.5,28505
7348,24560,31799.5,28043
7349,25366.5,31353.5,27085
7350,26372,30698,26803.5
7351,30313,31100.5,25476
7352,33378.5,30575,23133.5
7353,34423.5,30072.5,21530.5
7354,34347,29302.5,21204.5
7355,34737,29054,20854.5
7356,35427.5,27359.5,20813.5
7357,34919.5,25033,21341
7358,34375,23615.5,22268
7359,33086,23186.5,24882
7360,33192,22760.5,27740.5
7361,33270.5,23030.5,29253
7362,34971.5,23808,29573.5
7363,34923,24631.5,30154
7364,33906.5,27516,30898
7365,32100,30304.5,30720.5
7366,30373,31859.5,30618.5
7367,28877,31806.5,30021
7368,25936,32133.5,29650.5
7369,24004,32534,28994
7370,23540.5,32087,28618
7371,23390.5,31772,28607.5
7372,23895.5,31087.5,28359
7373,24731.5,30827,27411
7374,25905,30179,27140.5
7375,29586.5,30128.5,25516.5
7376,32550,30360,23183.5
7377,33501.5,30363.5,21606.5
7378,34439.5,29665,21310.5
7379,34780,29383,20992.5
7380,35210.5,28282.5,20954.5
7381,35134,25935,21341
7382,35055.5,24340.5,22260
7383,34737.5,23760.5,25046
7384,34380,23461.5,27810
7385,34692,23544.5,29507
7386,36132,24273,30275
7387,36418,25543,30990.5
7388,35851.5,28757,31569.5
7389,34022,31703,31099.5
7390,32404.5,33383.5,30579.5
7391,30880.5,33922,29785
7392,28309,34667,29322.5
7393,27113.5,35414.5,28941.5
7394,26368,35399.5,29044.5
7395,25906.5,35079.5,28962.5
7396,25973,34417.5,28571
7397,26735.5,33836,27672
7398,28310,32751,27166.5
7399,32059,32648,25480.5
7400,34494,32566,23028
7401,34955.5,32325.5,21680.5
7402,34553.5,31324.5,21330
7403,34786.5,30453.5,20995.5
7404,35155,28585.5,20977.5
7405,34516.5,26210,21433
7406,33927,24662.5,22405
7407,33286,23991.5,24975
7408,33077.5,23629.5,27634
7409,33236.5,23769.5,29299.5
7410,34838.5,24231.5,29885.5
7411,34672,25110,30749
7412,33457.5,27895,31471
7413,31232,30919.5,31147.5
7414,29364,32438.5,30156
7415,28086.5,32831,29421.5
7416,26095.5,33438,28787.5
7417,24161,33709,28530
7418,23188.5,33182,28669.5
7419,22925.5,32076.5,28447.5
7420,23212,31158.5,27925
7421,23382.5,30680,26867.5
7422,23554.5,30118.5,26156
7423,23757,30129,24858
7424,24966.5,29948,22851
7425,26292,29628,21496
7426,27748,28848,20681.5
7427,28772,28414,20034.5
7428,29451.5,27096.5,20118
7429,28678.5,24877.5,20230
7430,27829,23114.5,20591.5
7431,27155,22243,21051.5
7432,27048.5,21702.5,22158.5
7433,27766,21853.5,23576
7434,29818.5,22111.5,24477.5
7435,30043,22059.5,25066.5
7436,29024,22203.5,25451.5
7437,26925.5,23220.5,24940
7438,25596.5,24713.5,23824
7439,25136.5,25834.5,23158.5
7440,23570.5,26317,22740.5
7441,21887,27114,22557.5
7442,21189.5,26711,23125.5
7443,20872.5,25620,23653
7444,20843,24379,23588.5
7445,21125.5,24040,22924.5
7446,20872,23851,22993
7447,20502.5,24234.5,22123.5
7448,20729.5,24650,20450.5
7449,21852.5,24746,19117
7450,23359,24331.5,18580
7451,24557,24613.5,18399.5
7452,25956,24136.5,18486.5
7453,25835,22411.5,18491.5
7454,25024,21089.5,18522
7455,24516,19959,18338.5
7456,24351.5,19698,18891.5
7457,25349,19575,20196
7458,27793.5,19784,21419.5
7459,28371,19786.5,22661
7460,27776,19088.5,23646
7461,26666.5,19452.5,23087
7462,25799,20969.5,22480
7463,25801.5,21859.5,21950
7464,24065,22583.5,21599
7465,22710.5,23498,21520
7466,22538,23021,21886.5
7467,22355,21875,22504.5
7468,22825.5,21136,22593.5
7469,23313,20748,22563.5
7470,24676.5,20774,22943
7471,28993,21678.5,22402
7472,32226.5,22971.5,20730
7473,33468,23461.5,19668
7474,33488,23712,19413
7475,33813.5,24463.5,19514
7476,34265.5,24365,19634
7477,34000,22435.5,20196
7478,34020,21295.5,21560
7479,33623,20852.5,24878.5
7480,33536,20740.5,27838
7481,33681,21006,29482
7482,35481.5,21963,30106.5
7483,35345.5,23233.5,30686.5
7484,34419.5,26812.5,31450.5
7485,32504,29984.5,31316
7486,30737.5,31770.5,31102
7487,29273,32221.5,30224.5
7488,26789,32803,29269.5
7489,25017,33365,28637
7490,24477.5,33366.5,28651.5
7491,24345.5,33026.5,28713
7492,24483.5,31932.5,28559
7493,25187,31305.5,27782
7494,26091,30384,27668
7495,30030,30460,25968.5
7496,33396,30796.5,23469
7497,34347.5,30748,21670
7498,33992,29690,21208
7499,34035.5,29264,21215.5
7500,34254,27661.5,21309
7501,33592.5,25199,21797
7502,33405.5,23600.5,22820.5
7503,33336,22798.5,25576
7504,33588,22474.5,27943.5
7505,34179.5,22645.5,29077
7506,36047.5,23455.5,29598
7507,35963,24618.5,30363
7508,34908.5,27555,31012
7509,32855.5,30240.5,30981
7510,31030.5,31437,30852.5
7511,29478.5,31649,30078.5
7512,26836.5,32094,29547
7513,25459.5,32558,29090
7514,24826.5,31883.5,29230
7515,24493,31462.5,29249.5
7516,24614,30990,28856.5
7517,25251,31106,28024
7518,26188,30659,28092
7519,29886,30913.5,26365.5
7520,32937,31241.5,23917
7521,33666,31250.5,22336.5
7522,33636.5,30382,21839
7523,34145,29946,21618
7524,34537.5,28578.5,21722
7525,34203.5,25972.5,22171.5
7526,34242.5,24073,23329.5
7527,34103.5,23571.5,26207.5
7528,34244.5,23185,28926.5
7529,34713,23434.5,30341.5
