hour,nl100,de100,frbelux100,nl92,de90,frbelux92,nl96,de95,frbelux96,uk100,uk94,uk97
7629,11874,54524,63800,10924.08,49071.6,58696,11399.04,51797.8,61248,35090,32984.6,34037.3
7630,11186,52078.5,60778,10291.12,46870.65,55915.76,10738.56,49474.575,58346.88,32131,30203.14,31167.07
7631,10549,50409.5,61884,9705.08,45368.55,56933.28,10127.04,47889.025,59408.64,29317,27557.98,28437.49
7632,9758,46903,63509,8977.36,42212.7,58428.28,9367.68,44557.85,60968.64,26657,25057.58,25857.29
7633,9435,43815,60313,8680.2,39433.5,55487.96,9057.6,41624.25,57900.48,25466,23938.04,24702.02
7634,8377,41484.8,56974,7706.84,37336.32,52416.08,8041.92,39410.56,54695.04,24096,22650.24,23373.12
7635,8024,40483,54565,7382.08,36434.7,50199.8,7703.04,38458.85,52382.4,22474,21125.56,21799.78
7636,7866,40329.5,51222,7236.72,36296.55,47124.24,7551.36,38313.025,49173.12,21220,19946.8,20583.4
7637,7815,40911.8,49849,7189.8,36820.62,45861.08,7502.4,38866.21,47855.04,20408,19183.52,19795.76
7638,7863,41196.5,50113,7233.96,37076.85,46103.96,7548.48,39136.675,48108.48,20464,19236.16,19850.08
7639,8095,41589.5,51457,7447.4,37430.55,47340.44,7771.2,39510.025,49398.72,21974,20655.56,21314.78
7640,8697,43606.5,52601,8001.24,39245.85,48392.92,8349.12,41426.175,50496.96,23672,22251.68,22961.84
7641,9332,47177.3,53874,8585.44,42459.57,49564.08,8958.72,44818.435,51719.04,26638,25039.72,25838.86
7642,10163,51172,56616,9349.96,46054.8,52086.72,9756.48,48613.4,54351.36,30015,28214.1,29114.55
7643,10797,54202,58355,9933.24,48781.8,53686.6,10365.12,51491.9,56020.8,31893,29979.42,30936.21
7644,11313,57090,59583,10407.96,51381,54816.36,10860.48,54235.5,57199.68,32977,30998.38,31987.69
7645,11506,56645.5,61135,10585.52,50980.95,56244.2,11045.76,53813.225,58689.6,33553,31539.82,32546.41
7646,11621,54354,58325,10691.32,48918.6,53659,11156.16,51636.3,55992,33224,31230.56,32227.28
7647,11338,52545,55173,10430.96,47290.5,50759.16,10884.48,49917.75,52966.08,33087,31101.78,32094.39
7648,11271,52229,53126,10369.32,47006.1,48875.92,10820.16,49617.55,51000.96,34253,32197.82,33225.41
7649,11691,53752.8,52857,10755.72,48377.52,48628.44,11223.36,51065.16,50742.72,38084,35798.96,36941.48
7650,12865,57706.8,57759,11835.8,51936.12,53138.28,12350.4,54821.46,55448.64,39947,37550.18,38748.59
7651,12919,58521,63714,11885.48,52668.9,58616.88,12402.24,55594.95,61165.44,38413,36108.22,37260.61
7652,12721,56883,64989,11703.32,51194.7,59789.88,12212.16,54038.85,62389.44,35979,33820.26,34899.63
7653,12254,54176.3,62634,11273.68,48758.67,57623.28,11763.84,51467.485,60128.64,33521,31509.74,32515.37
7654,11119,51769.3,60040,10229.48,46592.37,55236.8,10674.24,49180.835,57638.4,30486,28656.84,29571.42
7655,10618,51254,60513,9768.56,46128.6,55671.96,10193.28,48691.3,58092.48,27476,25827.44,26651.72
7656,9380,47576,62115,8629.6,42818.4,57145.8,9004.8,45197.2,59630.4,24118,22670.92,23394.46
7657,8449,44507.3,59038,7773.08,40056.57,54314.96,8111.04,42281.935,56676.48,22875,21502.5,22188.75
7658,8000,42897.5,56106,7360,38607.75,51617.52,7680,40752.625,53861.76,22233,20899.02,21566.01
7659,8098,42561.3,54163,7450.16,38305.17,49829.96,7774.08,40433.235,51996.48,20971,19712.74,20341.87
7660,8321,43023,51703,7655.32,38720.7,47566.76,7988.16,40871.85,49634.88,20283,19066.02,19674.51
7661,8112,45668.5,51717,7463.04,41101.65,47579.64,7787.52,43385.075,49648.32,20237,19022.78,19629.89
7662,8656,50468.3,55413,7963.52,45421.47,50979.96,8309.76,47944.885,53196.48,22181,20850.14,21515.57
7663,10514,60042.8,62837,9672.88,54038.52,57810.04,10093.44,57040.66,60323.52,28105,26418.7,27261.85
7664,12933,66914.3,69769,11898.36,60222.87,64187.48,12415.68,63568.585,66978.24,34542,32469.48,33505.74
7665,14233,69497.5,71223,13094.36,62547.75,65525.16,13663.68,66022.625,68374.08,36858,34646.52,35752.26
7666,14234,70121,71983,13095.28,63108.9,66224.36,13664.64,66614.95,69103.68,37432,35186.08,36309.04
7667,14353,70846.3,72027,13204.76,63761.67,66264.84,13778.88,67303.985,69145.92,37097,34871.18,35984.09
7668,14516,72652.8,72167,13354.72,65387.52,66393.64,13935.36,69020.16,69280.32,37002,34781.88,35891.94
7669,14430,72071.3,71852,13275.6,64864.17,66103.84,13852.8,68467.735,68977.92,37375,35132.5,36253.75
7670,15123,71094.5,71086,13913.16,63985.05,65399.12,14518.08,67539.775,68242.56,37388,35144.72,36266.36
7671,15685,70139.5,69951,14430.2,63125.55,64354.92,15057.6,66632.525,67152.96,37740,35475.6,36607.8
7672,15189,69339.8,68467,13973.88,62405.82,62989.64,14581.44,65872.81,65728.32,39043,36700.42,37871.71
7673,14834,69774,68176,13647.28,62796.6,62721.92,14240.64,66285.3,65448.96,43793,41165.42,42479.21
7674,16252,72057.8,72219,14951.84,64852.02,66441.48,15601.92,68454.91,69330.24,45786,43038.84,44412.42
7675,15651,71224.5,76312,14398.92,64102.05,70207.04,15024.96,67663.275,73259.52,44674,41993.56,43333.78
7676,15818,69227.5,75269,14552.56,62304.75,69247.48,15185.28,65766.125,72258.24,42454,39906.76,41180.38
7677,14209,64952.3,70213,13072.28,58457.07,64595.96,13640.64,61704.685,67404.48,39651,37271.94,38461.47
7678,13887,61117,65782,12776.04,55005.3,60519.44,13331.52,58061.15,63150.72,35795,33647.3,34721.15
7679,11238,57910.3,65706,10338.96,52119.27,60449.52,10788.48,55014.785,63077.76,31721,29817.74,30769.37
7680,10255,52861.5,66270,9434.6,47575.35,60968.4,9844.8,50218.425,63619.2,27747,26082.18,26914.59
7681,9564,48961.8,62154,8798.88,44065.62,57181.68,9181.44,46513.71,59667.84,26478,24889.32,25683.66
7682,8965,47072.3,58772,8247.8,42365.07,54070.24,8606.4,44718.685,56421.12,25706,24163.64,24934.82
7683,8709,46467.5,56767,8012.28,41820.75,52225.64,8360.64,44144.125,54496.32,24523,23051.62,23787.31
7684,8601,46960.5,54245,7912.92,42264.45,49905.4,8256.96,44612.475,52075.2,23633,22215.02,22924.01
7685,9261,48873.5,53903,8520.12,43986.15,49590.76,8890.56,46429.825,51746.88,23307,21908.58,22607.79
7686,9175,52069.3,56700,8441,46862.37,52164,8808,49465.835,54432,24889,23395.66,24142.33
7687,10736,61082.3,63833,9877.12,54974.07,58726.36,10306.56,58028.185,61279.68,30637,28798.78,29717.89
7688,13018,67501,70658,11976.56,60750.9,65005.36,12497.28,64125.95,67831.68,37225,34991.5,36108.25
7689,14127,69463.5,71936,12996.84,62517.15,66181.12,13561.92,65990.325,69058.56,38684,36362.96,37523.48
7690,14631,70050.3,72311,13460.52,63045.27,66526.12,14045.76,66547.785,69418.56,39419,37053.86,38236.43
7691,14664,71124.5,72200,13490.88,64012.05,66424,14077.44,67568.275,69312,39595,37219.3,38407.15
7692,14678,72482.8,72555,13503.76,65234.52,66750.6,14090.88,68858.66,69652.8,40014,37613.16,38813.58
7693,14463,72183.8,72156,13305.96,64965.42,66383.52,13884.48,68574.61,69269.76,40461,38033.34,39247.17
7694,14615,71926,71204,13445.8,64733.4,65507.68,14030.4,68329.7,68355.84,40528,38096.32,39312.16
7695,14619,70629.8,70336,13449.48,63566.82,64709.12,14034.24,67098.31,67522.56,40049,37646.06,38847.53
7696,14607,70594,68887,13438.44,63534.6,63376.04,14022.72,67064.3,66131.52,40288,37870.72,39079.36
7697,15113,70455.5,68722,13903.96,63409.95,63224.24,14508.48,66932.725,65973.12,43890,41256.6,42573.3
7698,15854,73020.8,72115,14585.68,65718.72,66345.8,15219.84,69369.76,69230.4,45694,42952.36,44323.18
7699,15197,72357.3,75630,13981.24,65121.57,69579.6,14589.12,68739.435,72604.8,44705,42022.7,43363.85
7700,14621,70348.5,74721,13451.32,63313.65,68743.32,14036.16,66831.075,71732.16,42569,40014.86,41291.93
7701,13798,66690.8,69572,12694.16,60021.72,64006.24,13246.08,63356.26,66789.12,39455,37087.7,38271.35
7702,12803,63075,65149,11778.76,56767.5,59937.08,12290.88,59921.25,62543.04,35742,33597.48,34669.74
7703,11624,60250.5,65014,10694.08,54225.45,59812.88,11159.04,57237.975,62413.44,31269,29392.86,30330.93
7704,10582,55727,65290,9735.44,50154.3,60066.8,10158.72,52940.65,62678.4,27014,25393.16,26203.58
7705,9637,51472.8,61028,8866.04,46325.52,56145.76,9251.52,48899.16,58586.88,25525,23993.5,24759.25
7706,8964,49740.8,57394,8246.88,44766.72,52802.48,8605.44,47253.76,55098.24,24785,23297.9,24041.45
7707,8647,48983,55585,7955.24,44084.7,51138.2,8301.12,46533.85,53361.6,23989,22549.66,23269.33
7708,8553,49532.3,52994,7868.76,44579.07,48754.48,8210.88,47055.685,50874.24,23444,22037.36,22740.68
7709,8587,51167,52624,7900.04,46050.3,48414.08,8243.52,48608.65,50519.04,23258,21862.52,22560.26
7710,9081,54832.5,55493,8354.52,49349.25,51053.56,8717.76,52090.875,53273.28,24837,23346.78,24091.89
7711,10606,63131.5,62352,9757.52,56818.35,57363.84,10181.76,59974.925,59857.92,30576,28741.44,29658.72
7712,12843,69322.5,69333,11815.56,62390.25,63786.36,12329.28,65856.375,66559.68,36609,34412.46,35510.73
7713,13930,71151.5,70817,12815.6,64036.35,65151.64,13372.8,67593.925,67984.32,37555,35301.7,36428.35
7714,14330,71119.8,71130,13183.6,64007.82,65439.6,13756.8,67563.81,68284.8,37404,35159.76,36281.88
7715,14369,72196.8,70892,13219.48,64977.12,65220.64,13794.24,68586.96,68056.32,37052,34828.88,35940.44
7716,14458,73541.3,71124,13301.36,66187.17,65434.08,13879.68,69864.235,68279.04,37729,35465.26,36597.13
7717,14298,72467.3,70788,13154.16,65220.57,65124.96,13726.08,68843.935,67956.48,38469,36160.86,37314.93
7718,14529,71582,69187,13366.68,64423.8,63652.04,13947.84,68002.9,66419.52,38277,35980.38,37128.69
7719,14520,69816,67887,13358.4,62834.4,62456.04,13939.2,66325.2,65171.52,38106,35819.64,36962.82
7720,14575,68752.8,66345,13409,61877.52,61037.4,13992,65315.16,63691.2,38917,36581.98,37749.49
7721,14982,68630,66121,13783.44,61767,60831.32,14382.72,65198.5,63476.16,42855,40283.7,41569.35
7722,15916,71758.8,70157,14642.72,64582.92,64544.44,15279.36,68170.86,67350.72,44787,42099.78,43443.39
7723,15177,71249.8,74428,13962.84,64124.82,68473.76,14569.92,67687.31,71450.88,43826,41196.44,42511.22
7724,14625,70024.8,73799,13455,63022.32,67895.08,14040,66523.56,70847.04,41879,39366.26,40622.63
7725,13780,66886.3,68940,12677.6,60197.67,63424.8,13228.8,63541.985,66182.4,38686,36364.84,37525.42
7726,12789,62865.5,64619,11765.88,56578.95,59449.48,12277.44,59722.225,62034.24,35053,32949.82,34001.41
7727,11588,59568.3,64383,10660.96,53611.47,59232.36,11124.48,56589.885,61807.68,30690,28848.6,29769.3
7728,10558,54868.8,64853,9713.36,49381.92,59664.76,10135.68,52125.36,62258.88,26554,24960.76,25757.38
7729,9377,51906.3,60780,8626.84,46715.67,55917.6,9001.92,49310.985,58348.8,25195,23683.3,24439.15
7730,8763,49870.8,57350,8061.96,44883.72,52762,8412.48,47377.26,55056,24416,22951.04,23683.52
7731,8443,49430,55298,7767.56,44487,50874.16,8105.28,46958.5,53086.08,23272,21875.68,22573.84
7732,8301,49817,52962,7636.92,44835.3,48725.04,7968.96,47326.15,50843.52,22538,21185.72,21861.86
7733,8331,51497.3,52426,7664.52,46347.57,48231.92,7997.76,48922.435,50328.96,22307,20968.58,21637.79
7734,8850,55587.8,55292,8142,50029.02,50868.64,8496,52808.41,53080.32,24087,22641.78,23364.39
7735,10390,64212,62441,9558.8,57790.8,57445.72,9974.4,61001.4,59943.36,30076,28271.44,29173.72
7736,12734,70770.8,69706,11715.28,63693.72,64129.52,12224.64,67232.26,66917.76,37011,34790.34,35900.67
7737,13807,72575.3,70677,12702.44,65317.77,65022.84,13254.72,68946.535,67849.92,39027,36685.38,37856.19
7738,14242,72930.8,71369,13102.64,65637.72,65659.48,13672.32,69284.26,68514.24,39650,37271,38460.5
7739,14338,74372,71412,13190.96,66934.8,65699.04,13764.48,70653.4,68555.52,39880,37487.2,38683.6
7740,14497,75028.3,72160,13337.24,67525.47,66387.2,13917.12,71276.885,69273.6,40229,37815.26,39022.13
7741,14391,74101.3,71979,13239.72,66691.17,66220.68,13815.36,70396.235,69099.84,40565,38131.1,39348.05
7742,14518,73723.5,71256,13356.56,66351.15,65555.52,13937.28,70037.325,68405.76,40563,38129.22,39346.11
7743,14575,72456.3,70308,13409,65210.67,64683.36,13992,68833.485,67495.68,40355,37933.7,39144.35
7744,14728,72110.5,69052,13549.76,64899.45,63527.84,14138.88,68504.975,66289.92,41143,38674.42,39908.71
7745,15279,73216.8,68997,14056.68,65895.12,63477.24,14667.84,69555.96,66237.12,45025,42323.5,43674.25
7746,15831,75027.5,72181,14564.52,67524.75,66406.52,15197.76,71276.125,69293.76,46506,43715.64,45110.82
7747,15175,73731.5,75272,13961,66358.35,69250.24,14568,70044.925,72261.12,45127,42419.38,43773.19
7748,14566,70999.8,74156,13400.72,63899.82,68223.52,13983.36,67449.81,71189.76,43241,40646.54,41943.77
7749,13700,66254.8,68924,12604,59629.32,63410.08,13152,62942.06,66167.04,40428,38002.32,39215.16
7750,12591,62372.8,64549,11583.72,56135.52,59385.08,12087.36,59254.16,61967.04,36543,34350.42,35446.71
7751,11380,58702.5,64453,10469.6,52832.25,59296.76,10924.8,55767.375,61874.88,32323,30383.62,31353.31
7752,10385,54194.5,65129,9554.2,48775.05,59918.68,9969.6,51484.775,62523.84,28415,26710.1,27562.55
7753,9737,50518.3,61095,8958.04,45466.47,56207.4,9347.52,47992.385,58651.2,27062,25438.28,26250.14
7754,9066,48032,57638,8340.72,43228.8,53026.96,8703.36,45630.4,55332.48,26230,24656.2,25443.1
7755,8713,47328.3,55499,8015.96,42595.47,51059.08,8364.48,44961.885,53279.04,25084,23578.96,24331.48
7756,8568,47674.5,52983,7882.56,42907.05,48744.36,8225.28,45290.775,50863.68,24292,22834.48,23563.24
7757,8609,48959.8,52614,7920.28,44063.82,48404.88,8264.64,46511.81,50509.44,24056,22612.64,23334.32
7758,9120,52260.8,55517,8390.4,47034.72,51075.64,8755.2,49647.76,53296.32,25603,24066.82,24834.91
7759,10642,60548.5,62370,9790.64,54493.65,57380.4,10216.32,57521.075,59875.2,31372,29489.68,30430.84
7760,12970,67802.5,69841,11932.4,61022.25,64253.72,12451.2,64412.375,67047.36,38204,35911.76,37057.88
7761,14281,69831.5,71776,13138.52,62848.35,66033.92,13709.76,66339.925,68904.96,40100,37694,38897
7762,14760,69927,73048,13579.2,62934.3,67204.16,14169.6,66430.65,70126.08,40646,38207.24,39426.62
7763,14826,70591,73569,13639.92,63531.9,67683.48,14232.96,67061.45,70626.24,40215,37802.1,39008.55
7764,14886,71959.3,74193,13695.12,64763.37,68257.56,14290.56,68361.335,71225.28,39773,37386.62,38579.81
7765,14689,71272.5,74667,13513.88,64145.25,68693.64,14101.44,67708.875,71680.32,38860,36528.4,37694.2
7766,14715,70005.5,73499,13537.8,63004.95,67619.08,14126.4,66505.225,70559.04,38143,35854.42,36998.71
7767,14521,68224.3,72431,13359.32,61401.87,66636.52,13940.16,64813.085,69533.76,38574,36259.56,37416.78
7768,14353,67678.5,70954,13204.76,60910.65,65277.68,13778.88,64294.575,68115.84,39460,37092.4,38276.2
7769,14577,68678.5,70412,13410.84,61810.65,64779.04,13993.92,65244.575,67595.52,43661,41041.34,42351.17
7770,15603,70385.3,73664,14354.76,63346.77,67770.88,14978.88,66866.035,70717.44,45207,42494.58,43850.79
7771,14950,69013.3,75879,13754,62111.97,69808.68,14352,65562.635,72843.84,44085,41439.9,42762.45
7772,14189,66716,74596,13053.88,60044.4,68628.32,13621.44,63380.2,71612.16,42016,39495.04,40755.52
7773,13326,62475.3,69746,12259.92,56227.77,64166.32,12792.96,59351.535,66956.16,39020,36678.8,37849.4
7774,12299,59047,65903,11315.08,53142.3,60630.76,11807.04,56094.65,63266.88,35586,33450.84,34518.42
7775,11264,56406.5,66369,10362.88,50765.85,61059.48,10813.44,53586.175,63714.24,32343,30402.42,31372.71
7776,10484,52082.3,67270,9645.28,46874.07,61888.4,10064.64,49478.185,64579.2,28708,26985.52,27846.76
7777,9636,48350,63116,8865.12,43515,58066.72,9250.56,45932.5,60591.36,27315,25676.1,26495.55
7778,9396,45959.8,59576,8644.32,41363.82,54809.92,9020.16,43661.81,57192.96,26287,24709.78,25498.39
7779,8510,45081,57251,7829.2,40572.9,52670.92,8169.6,42826.95,54960.96,24989,23489.66,24239.33
7780,8283,44871,54313,7620.36,40383.9,49967.96,7951.68,42627.45,52140.48,23997,22557.18,23277.09
7781,8235,45356.8,53225,7576.2,40821.12,48967,7905.6,43088.96,51096,23174,21783.56,22478.78
7782,8392,45412.5,54237,7720.64,40871.25,49898.04,8056.32,43141.875,52067.52,23566,22152.04,22859.02
7783,9039,46619.8,56863,8315.88,41957.82,52313.96,8677.44,44288.81,54588.48,25997,24437.18,25217.09
7784,10133,50275,59927,9322.36,45247.5,55132.84,9727.68,47761.25,57529.92,29132,27384.08,28258.04
7785,11149,53904.3,62766,10257.08,48513.87,57744.72,10703.04,51209.085,60255.36,32929,30953.26,31941.13
7786,12072,57095.5,66393,11106.24,51385.95,61081.56,11589.12,54240.725,63737.28,35182,33071.08,34126.54
7787,12440,58999.5,67868,11444.8,53099.55,62438.56,11942.4,56049.525,65153.28,35225,33111.5,34168.25
7788,12442,59849.8,69024,11446.64,53864.82,63502.08,11944.32,56857.31,66263.04,34750,32665,33707.5
7789,12467,58790.3,71044,11469.64,52911.27,65360.48,11968.32,55850.785,68202.24,34677,32596.38,33636.69
7790,12452,57110.8,69780,11455.84,51399.72,64197.6,11953.92,54255.26,66988.8,34965,32867.1,33916.05
7791,12347,55523.8,68202,11359.24,49971.42,62745.84,11853.12,52747.61,65473.92,35842,33691.48,34766.74
7792,12251,55738,67082,11270.92,50164.2,61715.44,11760.96,52951.1,64398.72,37324,35084.56,36204.28
7793,12701,57793.5,67136,11684.92,52014.15,61765.12,12192.96,54903.825,64450.56,41643,39144.42,40393.71
7794,13722,60934.3,71503,12624.24,54840.87,65782.76,13173.12,57887.585,68642.88,44609,41932.46,43270.73
7795,13405,60575.8,75051,12332.6,54518.22,69046.92,12868.8,57547.01,72048.96,43751,41125.94,42438.47
7796,12816,58288.3,74337,11790.72,52459.47,68390.04,12303.36,55373.885,71363.52,41328,38848.32,40088.16
7797,12098,54910,70694,11130.16,49419,65038.48,11614.08,52164.5,67866.24,39030,36688.2,37859.1
7798,11368,52357.8,67609,10458.56,47122.02,62200.28,10913.28,49739.91,64904.64,36241,34066.54,35153.77
7799,10692,51128.8,69222,9836.64,46015.92,63684.24,10264.32,48572.36,66453.12,33435,31428.9,32431.95
7800,9915,47837.5,71169,9121.8,43053.75,65475.48,9518.4,45445.625,68322.24,30769,28922.86,29845.93
7801,8968,44724.8,68265,8250.56,40252.32,62803.8,8609.28,42488.56,65534.4,29674,27893.56,28783.78
7802,8294,42602.8,65270,7630.48,38342.52,60048.4,7962.24,40472.66,62659.2,28694,26972.36,27833.18
7803,7945,41976.5,62942,7309.4,37778.85,57906.64,7627.2,39877.675,60424.32,27508,25857.52,26682.76
7804,7748,41848.8,59915,7128.16,37663.92,55121.8,7438.08,39756.36,57518.4,26528,24936.32,25732.16
7805,7702,41772.5,58462,7085.84,37595.25,53785.04,7393.92,39683.875,56123.52,25785,24237.9,25011.45
7806,7796,41487.5,58789,7172.32,37338.75,54085.88,7484.16,39413.125,56437.44,25703,24160.82,24931.91
7807,8077,41183.5,60026,7430.84,37065.15,55223.92,7753.92,39124.325,57624.96,26925,25309.5,26117.25
7808,8622,43094.8,61644,7932.24,38785.32,56712.48,8277.12,40940.06,59178.24,28627,26909.38,27768.19
7809,9271,46702.8,63415,8529.32,42032.52,58341.8,8900.16,44367.66,60878.4,31594,29698.36,30646.18
7810,10027,50379.8,66592,9224.84,45341.82,61264.64,9625.92,47860.81,63928.32,34861,32769.34,33815.17
7811,10563,52357,68467,9717.96,47121.3,62989.64,10140.48,49739.15,65728.32,36236,34061.84,35148.92
7812,10816,54258.5,69551,9950.72,48832.65,63986.92,10383.36,51545.575,66768.96,36728,34524.32,35626.16
7813,11105,53963.8,71290,10216.6,48567.42,65586.8,10660.8,51265.61,68438.4,37235,35000.9,36117.95
7814,11096,52605.8,68504,10208.32,47345.22,63023.68,10652.16,49975.51,65763.84,37419,35173.86,36296.43
7815,11031,51713.3,65484,10148.52,46541.97,60245.28,10589.76,49127.635,62864.64,38165,35875.1,37020.05
7816,11048,51572,63853,10164.16,46414.8,58744.76,10606.08,48993.4,61298.88,39464,37096.16,38280.08
7817,11659,53372.8,64279,10726.28,48035.52,59136.68,11192.64,50704.16,61707.84,43749,41124.06,42436.53
7818,13072,56978.3,69838,12026.24,51280.47,64250.96,12549.12,54129.385,67044.48,45847,43096.18,44471.59
7819,12998,57503.3,75273,11958.16,51752.97,69251.16,12478.08,54628.135,72262.08,44731,42047.14,43389.07
7820,12615,56383,76499,11605.8,50744.7,70379.08,12110.4,53563.85,73439.04,42534,39981.96,41257.98
7821,12062,53974.8,74242,11097.04,48577.32,68302.64,11579.52,51276.06,71272.32,40070,37665.8,38867.9
7822,11292,52435.3,71454,10388.64,47191.77,65737.68,10840.32,49813.535,68595.84,37034,34811.96,35922.98
7823,10501,51941,72468,9660.92,46746.9,66670.56,10080.96,49343.95,69569.28,33369,31366.86,32367.93
7824,9471,48657.8,73733,8713.32,43792.02,67834.36,9092.16,46224.91,70783.68,29721,27937.74,28829.37
7825,8734,45955.8,70724,8035.28,41360.22,65066.08,8384.64,43658.01,67895.04,28875,27142.5,28008.75
7826,8246,44166,68191,7586.32,39749.4,62735.72,7916.16,41957.7,65463.36,28549,26836.06,27692.53
7827,8044,43707.8,66635,7400.48,39337.02,61304.2,7722.24,41522.41,63969.6,27769,26102.86,26935.93
7828,7957,44185.3,64228,7320.44,39766.77,59089.76,7638.72,41976.035,61658.88,27113,25486.22,26299.61
7829,8130,46030,64117,7479.6,41427,58987.64,7804.8,43728.5,61552.32,26845,25234.3,26039.65
7830,8781,50465.5,67998,8078.52,45418.95,62558.16,8429.76,47942.225,65278.08,28403,26698.82,27550.91
7831,10385,59561.8,75607,9554.2,53605.62,69558.44,9969.6,56583.71,72582.72,34579,32504.26,33541.63
7832,12861,66285.8,82679,11832.12,59657.22,76064.68,12346.56,62971.51,79371.84,41589,39093.66,40341.33
7833,14987,68398.8,84620,13788.04,61558.92,77850.4,14387.52,64978.86,81235.2,43576,40961.44,42268.72
7834,14412,68710.8,85359,13259.04,61839.72,78530.28,13835.52,65275.26,81944.64,44263,41607.22,42935.11
7835,14330,69590,85165,13183.6,62631,78351.8,13756.8,66110.5,81758.4,43819,41189.86,42504.43
7836,15218,70080.5,84547,14000.56,63072.45,77783.24,14609.28,66576.475,81165.12,43361,40759.34,42060.17
7837,16055,69482.3,83728,14770.6,62534.07,77029.76,15412.8,66008.185,80378.88,43282,40685.08,41983.54
7838,14149,69151.5,82263,13017.08,62236.35,75681.96,13583.04,65693.925,78972.48,43185,40593.9,41889.45
7839,15292,68624.3,80749,14068.64,61761.87,74289.08,14680.32,65193.085,77519.04,43540,40927.6,42233.8
7840,14405,68609.8,79266,13252.6,61748.82,72924.72,13828.8,65179.31,76095.36,44690,42008.6,43349.3
7841,15763,69368.3,79742,14501.96,62431.47,73362.64,15132.48,65899.885,76552.32,48199,45307.06,46753.03
7842,15918,72412.8,85037,14644.56,65171.52,78234.04,15281.28,68792.16,81635.52,48549,45636.06,47092.53
7843,15242,72007.5,89592,14022.64,64806.75,82424.64,14632.32,68407.125,86008.32,47576,44721.44,46148.72
7844,14636,70573.5,89731,13465.12,63516.15,82552.52,14050.56,67044.825,86141.76,45766,43020.04,44393.02
7845,13731,67085,84324,12632.52,60376.5,77578.08,13181.76,63730.75,80951.04,42739,40174.66,41456.83
7846,12691,63099.3,79702,11675.72,56789.37,73325.84,12183.36,59944.335,76513.92,38559,36245.46,37402.23
7847,11497,60093,80061,10577.24,54083.7,73656.12,11037.12,57088.35,76858.56,33930,31894.2,32912.1
7848,10971,55644,80483,10093.32,50079.6,74044.36,10532.16,52861.8,77263.68,29482,27713.08,28597.54
7849,9733,52094,77037,8954.36,46884.6,70874.04,9343.68,49489.3,73955.52,28317,26617.98,27467.49
7850,9134,50520.8,75059,8403.28,45468.72,69054.28,8768.64,47994.76,72056.64,27857,26185.58,27021.29
7851,8828,49832.3,73209,8121.76,44849.07,67352.28,8474.88,47340.685,70280.64,26992,25372.48,26182.24
7852,8720,50423,70555,8022.4,45380.7,64910.6,8371.2,47901.85,67732.8,26262,24686.28,25474.14
7853,8808,52005,70141,8103.36,46804.5,64529.72,8455.68,49404.75,67335.36,25871,24318.74,25094.87
7854,9327,55283,73650,8580.84,49754.7,67758,8953.92,52518.85,70704,27380,25737.2,26558.6
7855,10910,63500.8,80680,10037.2,57150.72,74225.6,10473.6,60325.76,77452.8,33224,31230.56,32227.28
7856,13410,69690.3,87375,12337.2,62721.27,80385,12873.6,66205.785,83880,40204,37791.76,38997.88
7857,14777,71475.8,88395,13594.84,64328.22,81323.4,14185.92,67902.01,84859.2,41705,39202.7,40453.85
7858,15343,68921,88718,14115.56,62028.9,81620.56,14729.28,65474.95,85169.28,42340,39799.6,41069.8
7859,15500,72740.5,88742,14260,65466.45,81642.64,14880,69103.475,85192.32,42667,40106.98,41386.99
7860,15612,73637.5,88984,14363.04,66273.75,81865.28,14987.52,69955.625,85424.64,42854,40282.76,41568.38
7861,15541,73408.5,88637,14297.72,66067.65,81546.04,14919.36,69738.075,85091.52,42858,40286.52,41572.26
7862,15644,73028,87629,14392.48,65725.2,80618.68,15018.24,69376.6,84123.84,42605,40048.7,41326.85
7863,15637,72565.3,86510,14386.04,65308.77,79589.2,15011.52,68937.035,83049.6,42498,39948.12,41223.06
7864,15708,72056.5,85020,14451.36,64850.85,78218.4,15079.68,68453.675,81619.2,43452,40844.88,42148.44
7865,16123,73532.8,85240,14833.16,66179.52,78420.8,15478.08,69856.16,81830.4,47178,44347.32,45762.66
7866,16442,76212.3,88676,15126.64,68591.07,81581.92,15784.32,72401.685,85128.96,48295,45397.3,46846.15
7867,15584,75348.8,91405,14337.28,67813.92,84092.6,14960.64,71581.36,87748.8,47357,44515.58,45936.29
7868,14985,73031.8,90225,13786.2,65728.62,83007,14385.6,69380.21,86616,45377,42654.38,44015.69
7869,14122,68900.3,84543,12992.24,62010.27,77779.56,13557.12,65455.285,81161.28,42422,39876.68,41149.34
7870,13699,64589.5,79400,12603.08,58130.55,73048,13151.04,61360.025,76224,38175,35884.5,37029.75
7871,11847,61557.8,78963,10899.24,55402.02,72645.96,11373.12,58479.91,75804.48,33656,31636.64,32646.32
7872,10776,56952.3,78882,9913.92,51257.07,72571.44,10344.96,54104.685,75726.72,29496,27726.24,28611.12
7873,9781,53467,74873,8998.52,48120.3,68883.16,9389.76,50793.65,71878.08,28311,26612.34,27461.67
7874,9157,51368.5,72597,8424.44,46231.65,66789.24,8790.72,48800.075,69693.12,27797,26129.18,26963.09
7875,8866,50198.3,70337,8156.72,45178.47,64710.04,8511.36,47688.385,67523.52,26756,25150.64,25953.32
7876,8713,50306,67219,8015.96,45275.4,61841.48,8364.48,47790.7,64530.24,26059,24495.46,25277.23
